mode;id_;num;head;person1_sex;person2_sex;action;layout;expression;surroundings;person1_action;person2_action;person1_expression;person2_expression;
medium;6;2;A high angle shot of;woman;man;{0} and {1} walking;next to each other with synchronized steps;both smiling slightly;serene_beach;{0} walking;{1} walking;smiling slightly;smiling slightly;
medium;7;2;A low angle shot of;woman;man;{0} and {1} walking;{0} is leading the way while {1} follows behind;{0} with a determined look while {1} with a relaxed face;remote_valley;{0} walking;{1} walking;with a determined look;with a relaxed face;
medium;8;2;A close shot of;woman;man;{0} and {1} running;{0}is running slightly ahead of {1};both smiling with excitement;tropical_beach;{0} running;{1} running;smiling with excitement;smiling with excitement;
medium;9;2;A long shot of;woman;man;{0} and {1} running;running side by side at the same pace;{0} looking competitive while {1} looks cheerful;town_square;{0} running;{1} running;looking competitive;looks cheerful;
medium;10;2;A high angle shot of;man;woman;{0} and {1} running;running past each other;both with surprised expressions;city_street;{0} running;{1} running;with surprised expressions;with surprised expressions;
medium;11;2;A low angle shot of;man;woman;{0} and {1} running;{0} is running at an angle behind {1};both with focused expressions;steep_city_street;{0} running;{1} running;with focused expressions;with focused expressions;
medium;12;2;A close shot of;man;woman;{0} and {1} waving their hand;{0} is standing in front of {1};{0} with a big smile while, {1} with a friendly expression;conference_room;{0} waving his hand;{1} waving her hand;with a big smile;with a friendly expression;
medium;13;2;A long shot of;man;woman;{0} and {1} waving their hand;{0} is in front of {1}, slightly to the side;both with excited expressions;modern_office;{0} waving his hand;{1} waving her hand;with excited expressions;with excited expressions;
medium;14;2;A high angle shot of;woman;man;{0} and {1} waving their hand;from a distance;both with wide smiles;rustic_café;{0} waving her hand;{1} waving his hand;with wide smiles;with wide smiles;
medium;15;2;A low angle shot of;woman;man;{0} and {1} waving their hand;standing within arm’s reach;both with happy faces;rose_garden;{0} waving her hand;{1} waving his hand;with happy faces;with happy faces;
medium;16;2;A close shot of;woman;man;{0} and {1} clapping;standing side by side;both with joyful smiles;sunlit_pasture;{0} clapping;{1} clapping;with joyful smiles;with joyful smiles;
medium;17;2;A long shot of;woman;man;{0} and {1} clapping;{0} is looking at {1};both looking excited;basketball_court;{0} clapping;{1} clapping;looking excited;looking excited;
medium;18;2;A high angle shot of;man;woman;{0} and {1} clapping;{0} is standing diagonally behind {1}, facing each other;both with amused expressions;reading_room;{0} clapping;{1} clapping;with amused expressions;with amused expressions;
medium;19;2;A low angle shot of;man;woman;{0} and {1} clapping;with their backs to each other;both with enthusiasm;cozy_living_room;{0} clapping;{1} clapping;with enthusiasm;with enthusiasm;
medium;20;2;A close shot of;man;woman;{0} and {1} putting their hands in their pockets;standing side by side;{0} looking serious while {1} looks relaxed;modern_living_room;{0} putting his hands in his pockets;{1} putting her hands in her pockets;looking serious;looks relaxed;
medium;21;2;A long shot of;man;woman;{0} and {1} putting their hands in their pockets;standing across from each other;both with neutral faces;stone-paved_alley;{0} putting his hands in his pockets;{1} putting her hands in her pockets;with neutral faces;with neutral faces;
medium;22;2;A high angle shot of;woman;man;{0} and {1} putting their hands in their pockets;{0} is following behind {1};{0} looking thoughtful while {1} looks calm;open_square;{0} putting her hands in her pockets;{1} putting his hands in his pockets;looking thoughtful;looks calm;
medium;23;2;A low angle shot of;woman;man;{0} and {1} putting their hands in their pockets;{0} is on the left side and {1} on the right side;both looking cool;open_green_park;{0} putting her hands in her pockets;{1} putting his hands in his pockets;looking cool;looking cool;
medium;24;2;A close shot of;woman;man;{0} and {1} jumping up;with their backs to each other;both laughing;dense_forest;{0} jumping up;{1} jumping up;laughing;laughing;
medium;25;2;A long shot of;woman;man;{0} and {1} jumping up;{0} is jumping up slightly ahead of {1};both looking cheerful;serene_beach;{0} jumping up;{1} jumping up;looking cheerful;looking cheerful;
medium;26;2;A high angle shot of;man;woman;{0} and {1} jumping up;in sync;both smiling with excitement;remote_valley;{0} jumping up;{1} jumping up;smiling with excitement;smiling with excitement;
medium;27;2;A low angle shot of;man;woman;{0} and {1} jumping up;jumping up towards the sky;eyes wide with joy;tropical_beach;{0} jumping up;{1} jumping up;eyes wide with joy;eyes wide with joy;
medium;28;2;A close shot of;man;woman;{0} and {1} checking the time on their wristwatch;standing side by side;{0} looking impatient while {1} looks surprised;conference_room;{0} checking the time on his wristwatch;{1} checking the time on her wristwatch;looking impatient;looks surprised;
medium;29;2;A long shot of;man;woman;{0} and {1} checking the time on their wristwatch;standing apart;with focused expressions;town_square;{0} checking the time on his wristwatch;{1} checking the time on her wristwatch;with focused expressions;with focused expressions;
medium;30;2;A high angle shot of;woman;man;{0} and {1} checking the time on their wristwatch;{0} is positioned at an angle in front of {1};{0} looking frustrated while {1} looks relaxed;modern_office;{0} checking the time on her wristwatch;{1} checking the time on his wristwatch;looking frustrated;looks relaxed;
medium;31;2;A low angle shot of;woman;man;{0} and {1} checking the time on their wristwatch;standing back-to-back;looking slightly concerned;rustic_café;{0} checking the time on her wristwatch;{1} checking the time on his wristwatch;looking slightly concerned;looking slightly concerned;
medium;32;2;A close shot of;woman;man;{0} and {1} crossing their hands in front of their chest;{0} is standing right next to {1};looking serious;city_street;{0} crossing her hands in front of her chest;{1} crossing his hands in front of his chest;looking serious;looking serious;
medium;33;2;A long shot of;woman;man;{0} and {1} crossing their hands in front of their chest;{0} is following behind {1};{0} looking thoughtful while {1} looks skeptical;steep_city_street;{0} crossing her hands in front of her chest;{1} crossing his hands in front of his chest;looking thoughtful;looks skeptical;
medium;34;2;A high angle shot of;man;woman;{0} and {1} crossing their hands in front of their chest;{0} is diagonally to the rear of {1};{0} looking confident while {1} looks unsure;rose_garden;{0} crossing his hands in front of his chest;{1} crossing her hands in front of her chest;looking confident ;looks unsure;
medium;35;2;A low angle shot of;man;woman;{0} and {1} crossing their hands in front of their chest;{0} and {1} are standing across from each other;both looking determined;sunlit_pasture;{0} crossing his hands in front of his chest;{1} crossing her hands in front of her chest;looking determined;looking determined;
medium;36;2;A close shot of;man;woman;{0} and {1} kneeling on the ground;{0} is slightly ahead of {1};{0} looking determined while {1} looks thoughtful;basketball_court;{0} kneeling on the ground;{1} kneeling on the ground;looking determined;looks thoughtful;
medium;37;2;A long shot of;man;woman;{0} and {1} kneeling on the ground;in a symmetrical position;both with serious expressions;reading_room;{0} kneeling on the ground;{1} kneeling on the ground;with serious expressions;with serious expressions;
medium;38;2;A high angle shot of;woman;man;{0} and {1} kneeling on the ground;facing each other;{0} looking excited while {1} looks slightly amused;cozy_living_room;{0} kneeling on the ground;{1} kneeling on the ground;looking excited;looks slightly amused;
medium;39;2;A low angle shot of;woman;man;{0} and {1} kneeling on the ground;{0} is on the left side and {1} is on the right side;{0} looking worried while {1} looks focused;modern_living_room;{0} kneeling on the ground;{1} kneeling on the ground;looking worried;looks focused;
medium;40;2;A close shot of;woman;man;{0} and {1} squatting down;side by side, facing the same direction;both looking focused;stone-paved_alley;{0} squatting down;{1} squatting down;looking focused;looking focused;
medium;41;2;A long shot of;woman;man;{0} and {1} squatting down;{0} is standing diagonally in front of {1};both looking curious;open_green_park;{0} squatting down;{1} squatting down;looking curious;looking curious;
medium;42;2;A high angle shot of;man;woman;{0} and {1} squatting down;facing each other;with {0} looking shy and {1} looking confident;open_square;{0} squatting down;{1} squatting down;looking shy;looking confident;
medium;43;2;A low angle shot of;man;woman;{0} and {1} squatting down;both looking slightly upward;with excited expressions;dense_forest;{0} squatting down;{1} squatting down;with excited expressions;with excited expressions;
medium;44;2;A close shot of;man;woman;{0} and {1} throwing a punch toward the camera;{0} is kitty-corner from {1};both looking determined ;serene_beach;{0} throwing a punch toward the camera;{1} throwing a punch toward the camera;looking determined ;looking determined ;
medium;45;2;A long shot of;man;woman;{0} and {1} throwing a punch toward the camera;{0} on the left side and {1} on the right side of the veiwer;with focused eyes;remote_valley;{0} throwing a punch toward the camera;{1} throwing a punch toward the camera;with focused eyes;with focused eyes;
medium;46;2;A high angle shot of;woman;man;{0} and {1} throwing a punch toward the camera;{0} is standing behind {1};{0} looking fierce while {1} looks playful;boat;{0} throwing a punch toward the camera;{1} throwing a punch toward the camera;looking fierce;looks playful;
medium;47;2;A low angle shot of;woman;man;{0} and {1} throwing a punch toward the camera;facing each other;both with serious expressions;tropical_beach;{0} throwing a punch toward the camera;{1} throwing a punch toward the camera;with serious expressions;with serious expressions;
medium;48;2;A close shot of;woman;man;{0} and {1} shrugging their shoulders;standing apart;looking confused;conference_room;{0} shrugging her shoulders;{1} shrugging her shoulders;looking confused;looking confused;
medium;49;2;A long shot of;woman;man;{0} and {1} shrugging their shoulders;{0} is slightly ahead of {1}, both facing the same direction;looking uncertain;town_square;{0} shrugging her shoulders;{1} shrugging his shoulders;looking uncertain;looking uncertain;
medium;50;2;A high angle shot of;man;woman;{0} and {1} shrugging their shoulders;looking up at the camera;both with puzzled expressions;modern_office;{0} shrugging his shoulders;{1} shrugging her shoulders;with puzzled expressions;with puzzled expressions;
medium;51;2;A low angle shot of;man;woman;{0} and {1} shrugging their shoulders;{0} is in front of {1};{0} looking amused while {1} looks unsure;rustic_café;{0} shrugging his shoulders;{1} shrugging her shoulders;looking amused;looks unsure;
hard;0;2;A close shot of;man;woman;{0} punching {1};facing each other;{0} looking angry while {1} looks shocked;cozy_living_room;{0} punching {1};{1} being punched by {0};looking angry;looks shocked;
hard;1;2;A long shot of;man;woman;{0} punching {1};{1} is stepping backward;{0} looking determined while {1} looks in pain;modern_living_room;{0} punching {1};{1} being punched by {0};looking determined;looks in pain;
hard;2;2;A high angle shot of;woman;man;{0} punching {1};{0} is walking right in front of {1};{0} gritting her teeth while {1} looks panicked;stone-paved_alley;{0} punching {1};{1} being punched by {0};gritting their teeth;looks panicked;
hard;3;2;A low angle shot of;woman;man;{0} punching {1};{1} is blocking the punch;both looking intense and focused;open_square;{0} punching {1};{1} being punched by {0};looking intense and focused;looking intense and focused;
hard;4;2;A close shot of;woman;man;{0} kicking {1};{1} is trying to block {0}'s kick;{0} looking fierce while {1} looks tense;open_green_park;{0} kicking {1};{1} being kicked by {0};looking fierce;looks tense;
hard;5;2;A long shot of;woman;man;{0} kicking {1};{1} dodges;both looking serious;dense_forest;{0} kicking {1};{1} being kicked by {0};looking serious;looking serious;
hard;6;2;A high angle shot of;man;woman;{0} kicking {1};facing each other;{0} looking confident while {1} looks focused;serene_beach;{0} kicking {1};{1} being kicked by {0};looking confident;looks focused;
hard;7;2;A low angle shot of;man;woman;{0} kicking {1};{0} is on the left side and {1} is on the right side;{0} looking aggressive while {1} looks defensive;remote_valley;{0} kicking {1};{1} being kicked by {0};looking aggressive;looks defensive;
hard;8;2;A close shot of;man;woman;{0} pushing {1};facing each other;{0} looking frustrated while {1} looks surprised;tropical_beach;{0} pushing {1};{1} being pushed by {0};looking frustrated;looks surprised;
hard;9;2;A long shot of;man;woman;{0} pushing {1};{0} is standing behind {1};{0} smiling while {1} looks relaxed;town_square;{0} pushing {1};{1} being pushed by {0};smiling;looks relaxed;
hard;10;2;A high angle shot of;woman;man;{0} pushing {1};{1} is losing balance;{0} looking serious while {1} looks panicked;city_street;{0} pushing {1};{1} being pushed by {0};looking serious;looks panicked;
hard;11;2;A low angle shot of;woman;man;{0} pushing {1};{0} is behind {1}, slightly to the side;both looking intense;steep_city_street;{0} pushing {1};{1} being pushed by {0};looking intense;looking intense;
hard;12;2;A close shot of;woman;man;{0} patting {1} on the back;{0} is standing behind {1};{0} smiling warmly while {1} looks comforted;conference_room;{0} patting {1} on the back;{1} being patted on the back by {0};smiling warmly;looks comforted;
hard;13;2;A long shot of;woman;man;{0} patting {1} on the back;standing close;both looking cheerful;modern_office;{0} patting {1} on the back;{1} being patted on the back by {0};looking cheerful;looking cheerful;
hard;14;2;A high angle shot of;man;woman;{0} patting {1} on the back;{1} is standing just in front of {0};{0} looking encouraging while {1} looks reassured;rustic_café;{0} patting {1} on the back;{1} being patted on the back by {0};looking encouraging;looks reassured;
hard;15;2;A low angle shot of;man;woman;{0} patting {1} on the back;{0} is diagonally to the rear of {1};while {1} looks down, {0} looking supportive while {1} looks sad;rose_garden;{0} patting {1} on the back;{1} being patted on the back by {0};looks down, looks sad;looking supportive;
hard;16;2;A close shot of;man;woman;{0} pointing finger at {1};{1} is looking back at them;{0} looking serious while {1} looks defensive;sunlit_pasture;{0} pointing finger at {1};{1} being pointed at by {0};looking serious;looks defensive;
hard;17;2;A long shot of;man;woman;{0} pointing finger at {1};standing apart;{0} looking accusatory while {1} looks confused;basketball_court;{0} pointing finger at {1};{1} being pointed at by {0};looking accusatory;looks confused;
hard;18;2;A high angle shot of;woman;man;{0} pointing finger at {1};{1} is walking away from {0};{0} looking angry while {1} looks guilty;reading_room;{0} pointing finger at {1};{1} being pointed at by {0};looking angry;looks guilty;
hard;19;2;A low angle shot of;woman;man;{0} pointing finger at {1};{0} is standing short distance away from {1};both looking intense;cozy_living_room;{0} pointing finger at {1};{1} being pointed at by {0};looking intense;looking intense;
hard;20;2;A close shot of;woman;man;{0} hugging {1};{0} on the left side and {1} on the right side;both smiling warmly;modern_living_room;{0} hugging {1};{1} being hugged by {0};smiling warmly;smiling warmly;
hard;21;2;A long shot of;woman;man;{0} hugging {1};{1} is standing slightly below {0};{0} looking protective while {1} looks comforted;stone-paved_alley;{0} hugging {1};{1} being hugged by {0};looking protective;looks comforted;
hard;22;2;A high angle shot of;man;woman;{0} hugging {1};viewed from above;both looking happy ;open_square;{0} hugging {1};{1} being hugged by {0};looking happy ;looking happy ;
hard;23;2;A low angle shot of;man;woman;{0} hugging {1};{0} standing in front of {1};{0} looking relieved while {1} looks emotional;open_green_park;{0} hugging {1};{1} being hugged by {0};looking relieved;looks emotional;
hard;24;2;A close shot of;man;woman;{0} giving a book to {1};{0} is facing {1};both smiling;dense_forest;{0} giving a book to {1};{1} being given a book by {0};smiling;smiling;
hard;25;2;A long shot of;man;woman;{0} giving a book to {1};{1} is standing a step away from {0};both looking focused;serene_beach;{0} giving a book to {1};{1} being given a book by {0};looking focused;looking focused;
hard;26;2;A high angle shot of;woman;man;{0} giving a book to {1};{0} is standing just beside {1};both looking neutral;remote_valley;{0} giving a book to {1};{1} being given a book by {0};looking neutral;looking neutral;
hard;27;2;A low angle shot of;woman;man;{0} giving a book to {1};making {0} appear taller than {1};both looking engaged;tropical_beach;{0} giving a book to {1};{1} being given a book by {0};looking engaged;looking engaged;
hard;28;2;A close shot of;woman;man;{0} touching {1}’s pocket;standing next to each other;{0} looking sneaky while {1} looks unaware;conference_room;{0} touching {1}’s pocket;{1} having his pocket touched by {0};looking sneaky;looks unaware;
hard;29;2;A long shot of;woman;man;{0} touching {1}’s pocket;{0} is standing diagonally behind {1};{0} glancing around cautiously while {1} looks distracted;town_square;{0} touching {1}’s pocket;{1} having his pocket touched by {0};glancing around cautiously;looks distracted;
hard;30;2;A high angle shot of;man;woman;{0} touching {1}’s pocket;{0} is standing close to {1};{0} smirking while {1} looks focused ahead;modern_office;{0} touching {1}’s pocket;{1} having her pocket touched by {0};smirking;looks focused ahead;
hard;31;2;A low angle shot of;man;woman;{0} touching {1}’s pocket;{0} is standing behind {1};{0} looking nervous while {1} looks unaware;rustic_café;{0} touching {1}’s pocket;{1} having her pocket touched by {0};looking nervous;looks unaware;
hard;32;2;A close shot of;man;woman;{0} and {1} shaking hands;standing side by side, facing the camera;both smiling politely;city_street;{0} shaking hands with {1};{1} shaking hands with {0};smiling politely;smiling politely;
hard;33;2;A long shot of;man;woman;{0} and {1} shaking hands;standing face to face;{0} looking firm while {1} looks respectful;steep_city_street;{0} shaking hands with {1};{1} shaking hands with {0};looking firm;looks respectful;
hard;34;2;A high angle shot of;woman;man;{0} and {1} shaking hands;{0} is standing directly in front of {1};both looking serious;rose_garden;{0} shaking hands with {1};{1} shaking hands with {0};looking serious;looking serious;
hard;35;2;A low angle shot of;woman;man;{0} and {1} shaking hands;standing opposite each other;both appearing confident;sunlit_pasture;{0} shaking hands with {1};{1} shaking hands with {0};appearing confident;appearing confident;
hard;36;2;A close shot of;woman;man;{0} hitting {1} with a book;{1} is slightly in front of {0};{0} looking playful while {1} looks surprised;basketball_court;{0} hitting {1} with a book;{1} being hit with a book by {0};looking playful;looks surprised;
hard;37;2;A long shot of;woman;man;{0} hitting {1} with a book;standing side by side;both laughing;reading_room;{0} hitting {1} with a book;{1} being hit with a book by {0};laughing;laughing;
hard;38;2;A high angle shot of;man;woman;{0} hitting {1} with a book;{0} is standing close to {1};{0} looking mischievous while {1} looks startled;cozy_living_room;{0} hitting {1} with a book;{1} being hit with a book by {0};looking mischievous;looks startled;
hard;39;2;A low angle shot of;man;woman;{0} hitting {1} with a book;{0} is standing behind {1};{0} looking amused while {1} looks annoyed;modern_living_room;{0} hitting {1} with a book;{1} being hit with a book by {0};looking amused;looks annoyed;
hard;40;2;A close shot of;man;woman;{0} putting his arm around {1}'s shoulder;{0} is standing on the left side {1} standing on the right side;both smiling warmly;stone-paved_alley;{0} putting his arm around {1}'s shoulder;{1} having her shoulder arm put around by {0};smiling warmly;smiling warmly;
hard;41;2;A long shot of;man;woman;{0} putting his arm around {1}'s shoulder;{0} is standing behind {1};{0} looking supportive while {1} looks comforted;open_square;{0} putting his arm around {1}'s shoulder;{1} having her shoulder arm put around by {0};looking supportive;looks comforted;
hard;42;2;A high angle shot of;woman;man;{0} putting her arm around {1}'s shoulder;standing close;both looking amused;open_green_park;{0} putting her arm around {1}'s shoulder;{1} having his shoulder arm put around by {0};looking amused;looking amused;
hard;43;2;A low angle shot of;woman;man;{0} putting her arm around {1}'s shoulder;standing next to each other;both appearing relaxed;dense_forest;{0} putting her arm around {1}'s shoulder;{1} having his shoulder arm put around by {0};appearing relaxed;appearing relaxed;
hard;44;2;A close shot of;woman;man;{0} knocking into {1};making {1} lose balance;{0} looking surprised while {1} looks panicked;serene_beach;{0} knocking into {1};{1} being knocked into by {0};looking surprised;looks panicked;
hard;45;2;A long shot of;woman;man;{0} knocking into {1};{1} is slightly ahead of {0};both looking embarrassed;remote_valley;{0} knocking into {1};{1} being knocked into by {0};looking embarrassed;looking embarrassed;
hard;46;2;A high angle shot of;man;woman;{0} knocking into {1};{0} is slightly off-balance;{0} looking apologetic while {1} looks annoyed;boat;{0} knocking into {1};{1} being knocked into by {0};looking apologetic;looks annoyed;
hard;47;2;A low angle shot of;man;woman;{0} knocking into {1};standing back-to-back;both laughing;tropical_beach;{0} knocking into {1};{1} being knocked into by {0};laughing;laughing;
hard;48;2;A close shot of;man;woman;{0} grabbing a book from {1};{0} is standing right in front of {1};{0} looking determined while {1} looks surprised;conference_room;{0} grabbing a book from {1};{1} having a book grabbed from them by {0};looking determined;looks surprised;
hard;49;2;A long shot of;man;woman;{0} grabbing a book from {1};{0} is standing next to {1};both looking focused;town_square;{0} grabbing a book from {1};{1} having a book grabbed from them by {0};looking focused;looking focused;
hard;50;2;A high angle shot of;woman;man;{0} grabbing a book from {1};{0} is standing in front of {1};{0} looking confident while {1} looks hesitant;modern_office;{0} grabbing a book from {1};{1} having a book grabbed from them by {0};looking confident;looks hesitant;
hard;51;2;A low angle shot of;woman;man;{0} grabbing a book from {1};{1} is slightly in front;both looking serious;rustic_café;{0} grabbing a book from {1};{1} having a book grabbed from them by {0};looking serious;looking serious;
hard;52;2;A close shot of;woman;man;{0} stepping on {1}'s foot;while walking side by side;{0} looking apologetic while {1} winces in pain;cozy_living_room;{0} stepping on {1}'s foot;{1} having his foot stepped on by {0};looking apologetic;winces in pain;
hard;53;2;A long shot of;woman;man;{0} stepping on {1}'s foot;while {0} walking past {1};{0} looking unaware while {1} looks annoyed;modern_living_room;{0} stepping on {1}'s foot;{1} having his foot stepped on by {0};looking unaware;looks annoyed;
hard;54;2;A high angle shot of;man;woman;{0} stepping on {1}'s foot;{0} is standing behind {1}; both looking surprised;stone-paved_alley;{0} stepping on {1}'s foot;{1} having her foot stepped on by {0};looking surprised;looking surprised;
