mode,prompt_type,id_,score,reason,comp_tok_sum,prompt_tok_sum
easy,all,10,5,,6,659
easy,all,11,6,,6,664
easy,all,12,7,,6,664
easy,all,13,8,,6,664
easy,all,14,4,,6,665
easy,all,15,7,,6,665
easy,all,16,7,,6,663
easy,all,17,4,,6,662
easy,all,18,6,,6,659
easy,all,19,4,,6,666
easy,all,20,7,,6,663
easy,all,21,5,,6,666
easy,all,22,7,,6,665
easy,all,23,6,,6,664
easy,all,24,3,,6,662
easy,all,25,5,,6,664
easy,all,26,5,,6,662
easy,all,27,4,,6,661
easy,all,28,3,,6,664
easy,all,29,5,,6,664
easy,all,30,4,,6,664
easy,all,31,4,,6,669
easy,all,32,4,,6,665
easy,all,33,6,,6,665
easy,all,34,3,,6,667
easy,all,35,3,,6,666
easy,all,36,6,,6,662
easy,all,37,6,,6,663
easy,all,38,6,,6,666
easy,all,39,7,,6,665
easy,all,40,5,,6,661
easy,all,41,5,,6,660
easy,all,42,4,,6,663
easy,all,43,7,,6,661
easy,all,44,4,,6,657
easy,all,45,4,,6,658
easy,all,46,8,,6,658
easy,all,47,3,,6,659
easy,all,48,4,,6,661
easy,all,49,4,,6,663
easy,all,50,4,,6,662
easy,all,51,7,,6,668
medium,simple,0,8,,6,906
medium,simple,1,8,,6,906
medium,simple,2,8,,6,906
medium,simple,3,8,,6,906
medium,simple,4,7,,6,906
medium,simple,5,7,,6,906
medium,simple,6,7,,6,906
medium,simple,7,7,,6,906
medium,simple,8,5,,6,906
medium,simple,9,5,,6,906
medium,simple,10,4,,6,906
medium,simple,11,4,,6,906
medium,simple,12,7,,6,908
medium,simple,13,7,,6,908
medium,simple,14,8,,6,908
medium,simple,15,8,,6,908
medium,simple,16,8,,6,907
medium,simple,17,8,,6,907
medium,simple,18,7,,6,907
medium,simple,19,6,,6,907
medium,simple,20,6,,6,911
medium,simple,21,5,,6,911
medium,simple,22,7,,6,911
medium,simple,23,7,,6,911
medium,simple,24,4,,6,907
medium,simple,25,4,,6,907
medium,simple,26,6,,6,907
medium,simple,27,6,,6,907
medium,simple,28,6,,6,912
medium,simple,29,6,,6,912
medium,simple,30,6,,6,912
medium,simple,31,6,,6,912
medium,simple,32,6,,6,913
medium,simple,33,5,,6,913
medium,simple,34,6,,6,913
medium,simple,35,6,,6,913
medium,simple,36,6,,6,910
medium,simple,37,6,,6,910
medium,simple,38,7,,6,910
medium,simple,39,7,,6,910
medium,simple,40,8,,6,908
medium,simple,41,8,,6,908
medium,simple,42,7,,6,908
medium,simple,43,7,,6,908
medium,simple,44,7,,6,911
medium,simple,45,7,,6,911
medium,simple,46,7,,6,911
medium,simple,47,7,,6,911
medium,simple,48,3,,6,909
medium,simple,49,3,,6,909
medium,simple,50,6,,6,909
medium,simple,51,6,,6,909
medium,action+layout,0,7,,6,917
medium,action+layout,1,8,,6,918
medium,action+layout,2,7,,6,918
medium,action+layout,3,7,,6,920
medium,action+layout,4,5,,6,915
medium,action+layout,5,6,,6,913
medium,action+layout,6,7,,6,916
medium,action+layout,7,7,,6,920
medium,action+layout,8,4,,6,917
medium,action+layout,9,4,,6,916
medium,action+layout,10,6,,6,913
medium,action+layout,11,6,,6,919
medium,action+layout,12,8,,6,919
medium,action+layout,13,6,,6,923
medium,action+layout,14,6,,6,914
medium,action+layout,15,7,,6,916
medium,action+layout,16,7,,6,913
medium,action+layout,17,7,,6,916
medium,action+layout,18,6,,6,923
medium,action+layout,19,5,,6,916
medium,action+layout,20,7,,6,917
medium,action+layout,21,5,,6,918
medium,action+layout,22,4,,6,921
medium,action+layout,23,6,,6,928
medium,action+layout,24,3,,6,915
medium,action+layout,25,5,,6,919
medium,action+layout,26,6,,6,912
medium,action+layout,27,5,,6,915
medium,action+layout,28,3,,6,918
medium,action+layout,29,5,,6,916
medium,action+layout,30,6,,6,927
medium,action+layout,31,5,,6,919
medium,action+layout,32,7,,6,924
medium,action+layout,33,4,,6,922
medium,action+layout,34,6,,6,927
medium,action+layout,35,4,,6,927
medium,action+layout,36,6,,6,920
medium,action+layout,37,6,,6,916
medium,action+layout,38,6,,6,916
medium,action+layout,39,4,,6,928
medium,action+layout,40,4,,6,918
medium,action+layout,41,8,,6,921
medium,action+layout,42,6,,6,914
medium,action+layout,43,6,,6,915
medium,action+layout,44,3,,6,922
medium,action+layout,45,4,,6,930
medium,action+layout,46,4,,6,921
medium,action+layout,47,5,,6,917
medium,action+layout,48,3,,6,913
medium,action+layout,49,7,,6,925
medium,action+layout,50,5,,6,917
medium,action+layout,51,7,,6,920
medium,action+expression,0,6,,6,920
medium,action+expression,1,3,,6,911
medium,action+expression,2,7,,6,917
medium,action+expression,3,5,,6,918
medium,action+expression,4,7,,6,920
medium,action+expression,5,4,,6,918
medium,action+expression,6,7,,6,910
medium,action+expression,7,4,,6,920
medium,action+expression,8,5,,6,911
medium,action+expression,9,3,,6,916
medium,action+expression,10,6,,6,911
medium,action+expression,11,4,,6,911
medium,action+expression,12,8,,6,923
medium,action+expression,13,8,,6,913
medium,action+expression,14,8,,6,913
medium,action+expression,15,8,,6,913
medium,action+expression,16,8,,6,912
medium,action+expression,17,7,,6,911
medium,action+expression,18,7,,6,912
medium,action+expression,19,7,,6,911
medium,action+expression,20,4,,6,921
medium,action+expression,21,5,,6,916
medium,action+expression,22,3,,6,921
medium,action+expression,23,7,,6,915
medium,action+expression,24,6,,6,910
medium,action+expression,25,7,,6,911
medium,action+expression,26,5,,6,912
medium,action+expression,27,6,,6,912
medium,action+expression,28,4,,6,922
medium,action+expression,29,3,,6,916
medium,action+expression,30,3,,6,922
medium,action+expression,31,4,,6,916
medium,action+expression,32,4,,6,916
medium,action+expression,33,3,,6,923
medium,action+expression,34,4,,6,923
medium,action+expression,35,5,,6,917
medium,action+expression,36,8,,6,920
medium,action+expression,37,5,,6,915
medium,action+expression,38,5,,6,921
medium,action+expression,39,5,,6,920
medium,action+expression,40,6,,6,912
medium,action+expression,41,7,,6,912
medium,action+expression,42,4,,6,919
medium,action+expression,43,7,,6,912
medium,action+expression,44,6,,6,915
medium,action+expression,45,6,,6,915
medium,action+expression,46,6,,6,921
medium,action+expression,47,3,,6,916
medium,action+expression,48,6,,6,912
medium,action+expression,49,3,,6,912
medium,action+expression,50,6,,6,914
medium,action+expression,51,5,,6,919
medium,action+background,0,8,,6,912
medium,action+background,1,8,,6,912
medium,action+background,2,7,,6,913
medium,action+background,3,7,,6,911
medium,action+background,4,7,,6,912
medium,action+background,5,6,,6,911
medium,action+background,6,4,,6,911
medium,action+background,7,6,,6,911
medium,action+background,8,4,,6,911
medium,action+background,9,6,,6,912
medium,action+background,10,6,,6,912
medium,action+background,11,7,,6,912
medium,action+background,12,7,,6,914
medium,action+background,13,7,,6,913
medium,action+background,14,8,,6,916
medium,action+background,15,7,,6,914
medium,action+background,16,8,,6,913
medium,action+background,17,7,,6,913
medium,action+background,18,6,,6,912
medium,action+background,19,7,,6,913
medium,action+background,20,6,,6,917
medium,action+background,21,6,,6,918
medium,action+background,22,7,,6,916
medium,action+background,23,7,,6,917
medium,action+background,24,4,,6,912
medium,action+background,25,2,,6,912
medium,action+background,26,6,,6,912
medium,action+background,27,6,,6,912
medium,action+background,28,6,,6,918
medium,action+background,29,7,,6,918
medium,action+background,30,4,,6,917
medium,action+background,31,6,,6,920
medium,action+background,32,6,,6,919
medium,action+background,33,4,,6,919
medium,action+background,34,6,,6,919
medium,action+background,35,5,,6,919
medium,action+background,36,7,,6,916
medium,action+background,37,7,,6,915
medium,action+background,38,7,,6,916
medium,action+background,39,7,,6,916
medium,action+background,40,7,,6,915
medium,action+background,41,6,,6,914
medium,action+background,42,6,,6,913
medium,action+background,43,6,,6,913
medium,action+background,44,5,,6,916
medium,action+background,45,6,,6,916
medium,action+background,46,6,,6,915
medium,action+background,47,5,,6,916
medium,action+background,48,6,,6,915
medium,action+background,49,7,,6,915
medium,action+background,50,6,,6,914
medium,action+background,51,5,,6,917
medium,all,0,7,,6,937
medium,all,1,6,,6,929
medium,all,2,7,,6,936
medium,all,3,3,,6,937
medium,all,4,6,,6,935
medium,all,5,3,,6,930
medium,all,6,6,,6,925
medium,all,7,6,,6,939
medium,all,8,5,,6,927
medium,all,9,4,,6,932
medium,all,10,6,,6,924
medium,all,11,6,,6,930
medium,all,12,8,,6,940
medium,all,13,7,,6,933
medium,all,14,6,,6,927
medium,all,15,7,,6,927
medium,all,16,8,,6,924
medium,all,17,7,,6,926
medium,all,18,7,,6,933
medium,all,19,5,,6,926
medium,all,20,6,,6,933
medium,all,21,4,,6,930
medium,all,22,3,,6,936
medium,all,23,8,,6,938
medium,all,24,4,,6,923
medium,all,25,4,,6,928
medium,all,26,6,,6,922
medium,all,27,4,,6,925
medium,all,28,4,,6,934
medium,all,29,4,,6,926
medium,all,30,3,,6,942
medium,all,31,5,,6,931
medium,all,32,5,,6,933
medium,all,33,4,,6,938
medium,all,34,4,,6,943
medium,all,35,5,,6,937
medium,all,36,6,,6,936
medium,all,37,5,,6,926
medium,all,38,7,,6,933
medium,all,39,4,,6,944
medium,all,40,6,,6,929
medium,all,41,6,,6,931
medium,all,42,3,,6,930
medium,all,43,7,,6,924
medium,all,44,6,,6,931
medium,all,45,6,,6,939
medium,all,46,6,,6,935
medium,all,47,5,,6,927
medium,all,48,5,,6,922
medium,all,49,6,,6,934
medium,all,50,6,,6,927
medium,all,51,7,,6,938
hard,simple,0,1,,6,905
hard,simple,1,1,,6,905
hard,simple,2,3,,6,905
hard,simple,3,3,,6,905
hard,simple,4,3,,6,905
hard,simple,5,3,,6,905
hard,simple,6,3,,6,905
hard,simple,7,3,,6,905
hard,simple,8,5,,6,905
hard,simple,9,6,,6,905
hard,simple,10,6,,6,905
hard,simple,11,6,,6,905
hard,simple,12,6,,6,909
hard,simple,13,6,,6,909
hard,simple,14,6,,6,909
hard,simple,15,6,,6,909
hard,simple,16,8,,6,907
hard,simple,17,7,,6,907
hard,simple,18,7,,6,907
hard,simple,19,7,,6,907
hard,simple,20,7,,6,905
hard,simple,21,7,,6,905
hard,simple,22,7,,6,905
hard,simple,23,7,,6,905
hard,simple,24,7,,6,908
hard,simple,25,7,,6,908
hard,simple,26,7,,6,908
hard,simple,27,7,,6,908
hard,simple,28,7,,6,907
hard,simple,29,7,,6,907
hard,simple,30,6,,6,907
hard,simple,31,6,,6,907
hard,simple,32,7,,6,907
hard,simple,33,7,,6,907
hard,simple,34,4,,6,907
hard,simple,35,5,,6,907
hard,simple,36,5,,6,908
hard,simple,37,5,,6,908
hard,simple,38,2,,6,908
hard,simple,39,2,,6,908
hard,simple,40,8,,6,909
hard,simple,41,8,,6,909
hard,simple,42,8,,6,909
hard,simple,43,8,,6,909
hard,simple,44,6,,6,906
hard,simple,45,6,,6,906
hard,simple,46,3,,6,906
hard,simple,47,2,,6,906
hard,simple,48,6,,6,908
hard,simple,49,6,,6,908
hard,simple,50,7,,6,908
hard,simple,51,7,,6,908
hard,simple,52,6,,6,907
hard,simple,53,6,,6,907
hard,simple,54,2,,6,907
hard,simple,55,3,,6,907
hard,simple,56,8,,6,911
hard,simple,57,8,,6,911
hard,simple,58,7,,6,911
hard,simple,59,7,,6,911
hard,simple,60,7,,6,908
hard,simple,61,7,,6,908
hard,simple,62,6,,6,908
hard,simple,63,6,,6,908
hard,simple,64,7,,6,909
hard,simple,65,7,,6,909
hard,simple,66,7,,6,909
hard,simple,67,7,,6,909
hard,simple,68,3,,6,911
hard,simple,69,3,,6,911
hard,simple,70,4,,6,911
hard,simple,71,4,,6,911
hard,simple,72,5,,6,908
hard,simple,73,4,,6,908
hard,simple,74,6,,6,908
hard,simple,75,6,,6,908
hard,simple,76,6,,6,909
hard,simple,77,6,,6,909
hard,simple,78,4,,6,909
hard,simple,79,4,,6,909
hard,simple,80,5,,6,908
hard,simple,81,6,,6,908
hard,simple,82,5,,6,908
hard,simple,83,4,,6,908
hard,simple,84,7,,6,908
hard,simple,85,7,,6,908
hard,simple,86,7,,6,908
hard,simple,87,7,,6,908
hard,simple,88,6,,6,910
hard,simple,89,6,,6,910
hard,simple,90,5,,6,910
hard,simple,91,5,,6,910
hard,action+layout,0,1,,6,910
hard,action+layout,1,2,,6,912
hard,action+layout,2,3,,6,918
hard,action+layout,3,3,,6,914
hard,action+layout,4,4,,6,916
hard,action+layout,5,3,,6,911
hard,action+layout,6,2,,6,911
hard,action+layout,7,3,,6,923
hard,action+layout,8,4,,6,910
hard,action+layout,9,6,,6,914
hard,action+layout,10,7,,6,913
hard,action+layout,11,7,,6,919
hard,action+layout,12,7,,6,918
hard,action+layout,13,7,,6,913
hard,action+layout,14,4,,6,922
hard,action+layout,15,6,,6,923
hard,action+layout,16,7,,6,916
hard,action+layout,17,4,,6,911
hard,action+layout,18,3,,6,918
hard,action+layout,19,6,,6,920
hard,action+layout,20,4,,6,920
hard,action+layout,21,7,,6,915
hard,action+layout,22,6,,6,911
hard,action+layout,23,4,,6,916
hard,action+layout,24,5,,6,916
hard,action+layout,25,5,,6,920
hard,action+layout,26,6,,6,919
hard,action+layout,27,7,,6,919
hard,action+layout,28,7,,6,914
hard,action+layout,29,6,,6,918
hard,action+layout,30,6,,6,918
hard,action+layout,31,6,,6,917
hard,action+layout,32,7,,6,917
hard,action+layout,33,6,,6,913
hard,action+layout,34,6,,6,920
hard,action+layout,35,8,,6,914
hard,action+layout,36,3,,6,919
hard,action+layout,37,2,,6,914
hard,action+layout,38,3,,6,919
hard,action+layout,39,2,,6,918
hard,action+layout,40,8,,6,926
hard,action+layout,41,3,,6,918
hard,action+layout,42,8,,6,914
hard,action+layout,43,8,,6,917
hard,action+layout,44,6,,6,913
hard,action+layout,45,6,,6,916
hard,action+layout,46,6,,6,916
hard,action+layout,47,3,,6,913
hard,action+layout,48,6,,6,920
hard,action+layout,49,7,,6,918
hard,action+layout,50,6,,6,920
hard,action+layout,51,6,,6,917
hard,action+layout,52,4,,6,914
hard,action+layout,53,4,,6,916
hard,action+layout,54,6,,6,917
hard,action+layout,55,4,,6,916
hard,action+layout,56,6,,6,916
hard,action+layout,57,5,,6,915
hard,action+layout,58,7,,6,917
hard,action+layout,59,4,,6,922
hard,action+layout,60,6,,6,919
hard,action+layout,61,7,,6,914
hard,action+layout,62,4,,6,915
hard,action+layout,63,7,,6,914
hard,action+layout,64,7,,6,915
hard,action+layout,65,4,,6,915
hard,action+layout,66,6,,6,918
hard,action+layout,67,7,,6,916
hard,action+layout,68,6,,6,923
hard,action+layout,69,3,,6,915
hard,action+layout,70,6,,6,918
hard,action+layout,71,3,,6,924
hard,action+layout,72,4,,6,917
hard,action+layout,73,4,,6,920
hard,action+layout,74,6,,6,916
hard,action+layout,75,5,,6,915
hard,action+layout,76,4,,6,915
hard,action+layout,77,4,,6,918
hard,action+layout,78,3,,6,915
hard,action+layout,79,3,,6,918
hard,action+layout,80,5,,6,927
hard,action+layout,81,6,,6,920
hard,action+layout,82,6,,6,915
hard,action+layout,83,6,,6,915
hard,action+layout,84,7,,6,919
hard,action+layout,85,6,,6,918
hard,action+layout,86,7,,6,916
hard,action+layout,87,6,,6,915
hard,action+layout,88,3,,6,929
hard,action+layout,89,6,,6,917
hard,action+layout,90,8,,6,916
hard,action+layout,91,5,,6,918
hard,action+expression,0,1,,6,915
hard,action+expression,1,1,,6,916
hard,action+expression,2,3,,6,918
hard,action+expression,3,3,,6,911
hard,action+expression,4,3,,6,915
hard,action+expression,5,4,,6,909
hard,action+expression,6,2,,6,915
hard,action+expression,7,3,,6,915
hard,action+expression,8,4,,6,915
hard,action+expression,9,7,,6,914
hard,action+expression,10,6,,6,916
hard,action+expression,11,6,,6,909
hard,action+expression,12,7,,6,920
hard,action+expression,13,8,,6,913
hard,action+expression,14,5,,6,920
hard,action+expression,15,3,,6,925
hard,action+expression,16,4,,6,917
hard,action+expression,17,5,,6,918
hard,action+expression,18,4,,6,917
hard,action+expression,19,4,,6,911
hard,action+expression,20,8,,6,909
hard,action+expression,21,6,,6,916
hard,action+expression,22,5,,6,909
hard,action+expression,23,4,,6,915
hard,action+expression,24,7,,6,911
hard,action+expression,25,5,,6,912
hard,action+expression,26,6,,6,912
hard,action+expression,27,7,,6,912
hard,action+expression,28,7,,6,918
hard,action+expression,29,6,,6,919
hard,action+expression,30,5,,6,919
hard,action+expression,31,4,,6,917
hard,action+expression,32,7,,6,911
hard,action+expression,33,7,,6,917
hard,action+expression,34,5,,6,911
hard,action+expression,35,7,,6,911
hard,action+expression,36,5,,6,918
hard,action+expression,37,6,,6,911
hard,action+expression,38,3,,6,920
hard,action+expression,39,2,,6,918
hard,action+expression,40,7,,6,913
hard,action+expression,41,7,,6,920
hard,action+expression,42,8,,6,913
hard,action+expression,43,8,,6,913
hard,action+expression,44,4,,6,917
hard,action+expression,45,6,,6,910
hard,action+expression,46,4,,6,917
hard,action+expression,47,7,,6,909
hard,action+expression,48,6,,6,918
hard,action+expression,49,6,,6,912
hard,action+expression,50,5,,6,918
hard,action+expression,51,4,,6,912
hard,action+expression,52,4,,6,920
hard,action+expression,53,4,,6,917
hard,action+expression,54,4,,6,912
hard,action+expression,55,3,,6,917
hard,action+expression,56,7,,6,914
hard,action+expression,57,7,,6,914
hard,action+expression,58,8,,6,915
hard,action+expression,59,8,,6,915
hard,action+expression,60,8,,6,911
hard,action+expression,61,8,,6,912
hard,action+expression,62,7,,6,912
hard,action+expression,63,6,,6,912
hard,action+expression,64,7,,6,913
hard,action+expression,65,7,,6,913
hard,action+expression,66,7,,6,914
hard,action+expression,67,6,,6,913
hard,action+expression,68,6,,6,920
hard,action+expression,69,4,,6,920
hard,action+expression,70,5,,6,915
hard,action+expression,71,5,,6,921
hard,action+expression,72,5,,6,918
hard,action+expression,73,5,,6,918
hard,action+expression,74,5,,6,919
hard,action+expression,75,5,,6,918
hard,action+expression,76,6,,6,919
hard,action+expression,77,3,,6,923
hard,action+expression,78,3,,6,919
hard,action+expression,79,3,,6,921
hard,action+expression,80,5,,6,912
hard,action+expression,81,7,,6,912
hard,action+expression,82,4,,6,912
hard,action+expression,83,7,,6,912
hard,action+expression,84,3,,6,918
hard,action+expression,85,5,,6,912
hard,action+expression,86,6,,6,918
hard,action+expression,87,6,,6,912
hard,action+expression,88,7,,6,913
hard,action+expression,89,5,,6,913
hard,action+expression,90,8,,6,913
hard,action+expression,91,4,,6,913
hard,action+background,0,1,,6,911
hard,action+background,1,2,,6,911
hard,action+background,2,3,,6,912
hard,action+background,3,4,,6,910
hard,action+background,4,4,,6,911
hard,action+background,5,4,,6,910
hard,action+background,6,2,,6,910
hard,action+background,7,2,,6,910
hard,action+background,8,6,,6,910
hard,action+background,9,6,,6,911
hard,action+background,10,7,,6,911
hard,action+background,11,6,,6,911
hard,action+background,12,7,,6,915
hard,action+background,13,8,,6,914
hard,action+background,14,3,,6,917
hard,action+background,15,6,,6,915
hard,action+background,16,7,,6,913
hard,action+background,17,6,,6,913
hard,action+background,18,7,,6,912
hard,action+background,19,8,,6,913
hard,action+background,20,8,,6,911
hard,action+background,21,8,,6,912
hard,action+background,22,5,,6,910
hard,action+background,23,5,,6,911
hard,action+background,24,7,,6,913
hard,action+background,25,6,,6,913
hard,action+background,26,7,,6,913
hard,action+background,27,7,,6,913
hard,action+background,28,7,,6,913
hard,action+background,29,8,,6,913
hard,action+background,30,6,,6,912
hard,action+background,31,8,,6,915
hard,action+background,32,6,,6,913
hard,action+background,33,8,,6,913
hard,action+background,34,8,,6,913
hard,action+background,35,7,,6,913
hard,action+background,36,3,,6,914
hard,action+background,37,5,,6,913
hard,action+background,38,3,,6,914
hard,action+background,39,2,,6,914
hard,action+background,40,8,,6,916
hard,action+background,41,7,,6,914
hard,action+background,42,8,,6,915
hard,action+background,43,7,,6,914
hard,action+background,44,5,,6,911
hard,action+background,45,5,,6,911
hard,action+background,46,2,,6,910
hard,action+background,47,4,,6,911
hard,action+background,48,7,,6,914
hard,action+background,49,7,,6,914
hard,action+background,50,7,,6,913
hard,action+background,51,8,,6,916
hard,action+background,52,5,,6,913
hard,action+background,53,3,,6,913
hard,action+background,54,3,,6,914
hard,action+background,55,4,,6,912
hard,action+background,56,5,,6,917
hard,action+background,57,5,,6,916
hard,action+background,58,6,,6,916
hard,action+background,59,6,,6,916
hard,action+background,60,4,,6,913
hard,action+background,61,8,,6,914
hard,action+background,62,7,,6,914
hard,action+background,63,8,,6,914
hard,action+background,64,7,,6,915
hard,action+background,65,6,,6,914
hard,action+background,66,8,,6,917
hard,action+background,67,7,,6,915
hard,action+background,68,7,,6,917
hard,action+background,69,6,,6,917
hard,action+background,70,3,,6,916
hard,action+background,71,6,,6,917
hard,action+background,72,3,,6,914
hard,action+background,73,4,,6,915
hard,action+background,74,6,,6,913
