mode,prompt_type,id_,sum,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,reason1,reason2,reason3,reason4,reason5,reason6,reason7,reason8,reason9,reason10,reason11,reason12,reason13,reason14,reason15,reason16,reason17,reason18,comp_tok_sum,prompt_tok_sum
easy,simple,22,73,5,5,5,5,2,5,5,3,3,3,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,simple,23,73,5,5,5,5,2,5,5,3,3,3,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,simple,24,77,5,5,5,5,2,5,5,5,3,4,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,simple,25,79,5,5,5,5,4,5,5,5,4,4,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,simple,26,64,5,5,5,5,2,2,5,5,2,3,3,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,simple,27,64,5,5,5,5,2,2,5,5,2,3,3,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,simple,28,32,3,1,2,1,2,2,4,1,1,2,3,1,1,1,1,2,3,1,,,,,,,,,,,,,,,,,,,90,11309
easy,simple,29,41,3,4,2,1,2,2,5,1,1,2,3,1,2,5,1,2,3,1,,,,,,,,,,,,,,,,,,,90,11309
easy,simple,30,73,5,5,5,5,4,5,5,5,1,4,3,5,5,5,1,2,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,simple,31,68,5,5,2,5,2,5,5,5,1,4,3,5,5,5,1,2,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,simple,32,66,5,1,5,5,4,5,5,1,4,3,3,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,simple,33,61,5,5,2,5,2,2,5,1,3,3,3,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,simple,34,64,5,5,2,5,2,5,5,1,2,2,3,1,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,11318
easy,simple,35,67,5,5,5,5,2,5,5,1,2,2,3,1,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,11318
easy,simple,36,69,5,5,5,5,2,2,5,5,3,3,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,simple,37,72,5,5,5,5,2,5,5,5,3,3,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,simple,38,74,5,5,5,5,2,5,5,5,3,1,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,simple,39,74,5,5,5,5,2,5,5,5,3,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,simple,40,72,5,5,5,5,2,5,4,5,2,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,simple,41,74,5,5,5,5,2,5,4,5,2,2,3,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,90,11273
easy,simple,42,63,5,5,5,5,2,2,4,5,2,2,3,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,simple,43,71,5,5,5,5,2,5,4,5,2,2,3,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,simple,44,71,5,5,5,5,2,5,4,5,2,3,3,5,5,1,5,5,3,3,,,,,,,,,,,,,,,,,,,90,11255
easy,simple,45,76,5,5,5,5,2,5,4,5,2,3,3,5,5,5,5,4,3,5,,,,,,,,,,,,,,,,,,,90,11255
easy,simple,46,76,5,5,2,5,2,5,5,5,3,1,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,11255
easy,simple,47,78,5,5,2,5,2,5,5,5,4,2,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,11255
easy,simple,48,59,5,5,2,5,2,5,5,1,2,2,4,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,simple,49,58,5,5,2,5,2,5,5,1,2,2,3,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,simple,50,61,5,5,2,5,2,5,5,1,2,1,3,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,simple,51,61,5,5,2,5,2,5,5,1,2,1,3,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+layout,0,73,5,5,2,5,2,5,5,5,4,3,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,action+layout,1,68,5,5,2,5,5,2,5,5,2,4,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,action+layout,2,69,5,5,5,5,2,5,5,5,1,3,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,3,69,5,5,2,5,2,5,5,5,1,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,4,72,5,5,2,5,2,5,5,5,3,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,action+layout,5,71,5,5,5,5,2,5,5,5,1,1,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,action+layout,6,75,5,5,5,5,4,5,5,5,1,5,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,7,74,5,5,5,5,2,5,5,5,1,4,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,8,68,5,5,2,5,2,5,5,5,4,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,action+layout,9,73,5,5,2,3,2,5,5,5,4,1,4,5,5,5,5,5,3,4,,,,,,,,,,,,,,,,,,,90,11264
easy,action+layout,10,77,5,5,5,5,2,5,5,5,2,1,4,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,11,69,5,5,2,5,2,5,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,12,72,5,5,2,5,2,5,5,5,2,3,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+layout,13,69,5,5,2,5,2,5,5,4,2,2,4,5,4,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+layout,14,71,5,5,5,5,2,2,5,5,3,2,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+layout,15,58,5,5,2,5,2,2,2,5,1,2,4,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+layout,16,43,3,1,2,2,2,2,2,5,2,2,3,5,2,1,1,2,3,3,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,17,63,5,5,2,3,2,5,5,5,1,2,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,18,33,2,1,2,5,1,2,2,1,1,1,3,1,1,1,1,2,3,3,,,,,,,,,,,,,,,,,,,90,11282
easy,action+layout,19,63,5,4,2,4,2,5,5,1,4,5,4,1,2,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+layout,20,69,5,5,5,5,2,5,4,1,1,4,3,1,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+layout,21,63,5,5,2,5,2,5,5,3,2,3,3,1,3,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+layout,22,69,5,5,5,5,2,5,5,5,1,3,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+layout,23,63,5,5,2,5,2,5,5,1,3,1,4,1,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+layout,24,75,5,5,5,5,5,5,5,5,3,4,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,25,73,5,5,2,5,5,5,5,5,3,3,3,5,5,5,1,3,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,26,73,5,5,5,5,2,5,5,5,2,2,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+layout,27,75,5,5,5,5,2,5,5,5,3,3,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+layout,28,41,5,1,2,1,2,2,2,2,1,1,3,1,2,5,1,2,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+layout,29,54,5,5,2,2,2,2,2,5,2,3,4,5,2,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+layout,30,50,5,2,2,1,2,2,2,5,1,3,3,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+layout,31,59,5,1,2,5,2,5,5,5,1,3,1,5,5,1,1,2,5,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+layout,32,79,5,5,5,5,2,5,5,5,1,3,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+layout,33,54,5,1,2,3,2,5,5,1,3,3,3,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+layout,34,64,5,5,2,5,2,5,5,1,3,3,3,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+layout,35,69,5,5,2,5,2,5,5,5,1,3,3,5,5,1,5,4,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+layout,36,66,5,5,2,5,2,5,5,1,1,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+layout,37,66,5,5,2,5,2,5,5,5,2,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+layout,38,70,5,5,5,5,2,5,5,5,1,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+layout,39,72,5,5,5,5,2,5,5,5,3,3,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+layout,40,66,5,5,2,5,2,5,5,5,2,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+layout,41,63,5,5,2,3,2,5,5,5,2,1,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+layout,42,74,5,5,5,5,2,5,5,5,2,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+layout,43,65,5,5,2,5,2,5,4,5,2,2,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+layout,44,65,5,5,5,5,2,5,5,2,2,3,3,1,3,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11264
easy,action+layout,45,64,5,5,2,3,2,5,5,3,2,3,1,1,5,5,5,5,3,4,,,,,,,,,,,,,,,,,,,90,11264
easy,action+layout,46,75,5,5,5,5,2,5,5,3,3,3,5,1,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,47,58,5,5,2,5,2,5,5,3,2,1,3,5,2,1,1,5,3,3,,,,,,,,,,,,,,,,,,,90,11273
easy,action+layout,48,61,5,5,2,5,2,5,5,1,4,3,3,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+layout,49,57,5,5,2,3,2,5,5,1,2,3,3,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+layout,50,55,5,5,5,5,2,5,5,1,1,1,3,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+layout,51,51,5,5,5,5,2,2,4,1,2,4,3,1,1,1,1,4,3,2,,,,,,,,,,,,,,,,,,,90,11300
easy,action+expression,0,75,5,5,5,5,2,5,5,5,3,3,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+expression,1,65,5,5,2,5,2,5,5,2,3,3,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+expression,2,67,5,5,5,5,2,5,4,5,2,1,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+expression,3,78,5,5,5,5,2,5,5,5,3,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11273
easy,action+expression,4,63,5,5,5,5,2,2,5,3,3,2,3,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+expression,5,72,5,5,5,5,2,5,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+expression,6,74,5,5,5,5,2,5,5,5,2,3,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,7,80,5,5,4,5,2,5,5,5,4,3,4,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+expression,8,74,5,5,3,5,2,5,5,5,4,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,9,71,5,5,5,5,2,5,5,5,2,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+expression,10,70,5,5,5,5,2,5,5,5,2,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+expression,11,57,5,5,2,5,2,5,5,2,2,2,3,2,2,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+expression,12,72,5,5,5,5,2,5,5,5,3,4,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+expression,13,83,5,5,5,5,4,5,5,5,3,4,4,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,14,75,5,5,5,5,2,5,5,3,4,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+expression,15,73,5,5,5,5,2,5,5,3,4,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+expression,16,69,5,5,5,5,2,5,5,5,2,2,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+expression,17,80,5,5,5,5,2,5,5,5,4,3,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+expression,18,66,5,5,5,5,2,5,5,1,2,1,3,1,3,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+expression,19,70,5,5,5,5,2,5,5,2,2,2,3,1,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,20,63,5,5,5,5,2,5,5,3,3,2,3,1,4,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+expression,21,63,5,5,5,5,2,5,5,2,2,3,3,1,1,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,22,71,5,5,5,5,2,5,5,3,4,2,3,1,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,23,75,5,5,5,5,2,5,5,5,4,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+expression,24,79,5,5,5,5,2,5,5,5,3,3,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+expression,25,70,5,5,5,5,2,5,5,5,2,3,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,26,78,5,5,5,5,2,5,5,5,2,3,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+expression,27,76,5,5,5,5,2,5,5,5,1,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+expression,28,76,5,5,5,5,2,5,5,4,3,4,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+expression,29,55,5,5,2,2,2,5,5,3,3,3,3,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+expression,30,57,5,5,2,5,2,5,5,2,3,3,3,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+expression,31,76,5,5,5,5,2,5,5,5,3,3,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11354
easy,action+expression,32,71,5,5,5,5,2,5,5,3,3,2,3,1,4,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,33,79,5,5,5,5,2,5,5,5,4,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,34,72,5,5,5,5,2,5,5,5,2,2,3,5,5,1,5,4,3,5,,,,,,,,,,,,,,,,,,,90,11354
easy,action+expression,35,68,5,5,5,5,2,2,5,5,1,2,3,5,5,1,5,4,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,36,58,5,5,2,5,2,5,5,2,2,2,4,1,3,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+expression,37,69,5,5,5,5,2,2,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+expression,38,69,5,5,5,5,2,5,5,1,3,3,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+expression,39,72,5,5,5,5,2,5,5,5,3,3,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
easy,action+expression,40,72,5,5,5,5,2,5,5,5,2,1,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+expression,41,55,1,4,5,5,2,5,5,1,1,1,5,1,5,5,1,4,3,1,,,,,,,,,,,,,,,,,,,90,11309
easy,action+expression,42,75,5,5,5,5,2,5,5,5,2,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+expression,43,70,5,5,5,5,2,5,5,3,2,1,5,3,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+expression,44,74,5,5,5,5,2,5,5,5,2,3,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11282
easy,action+expression,45,70,5,5,5,5,2,2,5,5,2,3,3,5,5,1,5,4,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+expression,46,74,5,5,5,5,2,5,5,5,3,2,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+expression,47,66,5,5,2,5,2,5,5,5,2,2,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11291
easy,action+expression,48,58,5,5,2,5,2,5,5,1,2,2,3,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+expression,49,55,5,1,2,5,2,5,5,1,3,2,3,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+expression,50,58,5,5,2,5,2,5,5,1,2,2,3,1,1,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+expression,51,67,5,5,5,5,2,5,5,3,1,3,3,1,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+background,0,72,5,5,5,5,2,5,5,5,1,2,5,5,5,5,1,3,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,1,70,5,5,5,5,2,5,5,5,1,4,5,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,2,73,5,5,5,5,2,5,5,5,1,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+background,3,71,5,5,5,5,2,5,5,5,1,1,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+background,4,78,5,5,5,5,2,5,5,5,1,2,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,5,80,5,5,5,5,2,5,5,5,1,4,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+background,6,80,5,5,5,5,2,5,5,5,1,4,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+background,7,76,5,5,5,5,1,5,5,5,1,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+background,8,75,5,5,5,5,2,5,5,5,3,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11300
easy,action+background,9,65,3,1,5,5,2,5,5,5,3,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,10,62,3,2,5,5,2,5,5,5,3,2,5,3,3,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,11,69,5,5,5,5,2,5,4,5,2,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,12,71,5,5,5,5,2,5,2,5,1,2,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+background,13,81,5,5,5,5,2,5,5,5,3,3,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+background,14,60,5,5,5,5,2,5,4,1,1,3,5,1,4,1,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+background,15,77,5,5,5,5,2,5,5,5,3,3,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11327
easy,action+background,16,79,5,5,3,5,2,5,5,5,4,2,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+background,17,47,1,5,2,2,2,5,5,1,1,1,4,1,1,5,1,5,3,2,,,,,,,,,,,,,,,,,,,90,11318
easy,action+background,18,58,5,5,2,4,2,5,5,1,1,2,5,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,19,80,5,5,5,5,2,5,5,5,2,3,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11318
easy,action+background,20,77,5,5,5,5,2,5,5,5,3,3,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11354
easy,action+background,21,79,5,5,5,5,4,5,5,5,2,4,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11363
easy,action+background,22,58,5,4,2,5,2,5,5,1,3,3,3,1,1,5,1,4,3,5,,,,,,,,,,,,,,,,,,,90,11345
easy,action+background,23,67,5,5,3,5,2,5,5,1,4,2,5,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11354
easy,action+background,24,79,5,5,5,5,4,5,5,5,4,2,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,25,72,5,5,5,2,2,5,5,5,1,3,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,26,76,5,5,5,5,2,5,5,5,3,2,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,27,75,5,5,5,5,2,5,5,5,2,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11309
easy,action+background,28,75,5,5,5,5,2,5,5,5,2,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11363
easy,action+background,29,69,5,5,5,5,5,5,5,2,3,4,5,1,4,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11363
easy,action+background,30,77,5,1,5,5,4,5,5,5,4,4,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11354
easy,action+background,31,72,5,5,5,1,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11381
easy,action+background,32,59,5,5,5,5,2,5,5,1,2,2,5,1,1,1,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11372
easy,action+background,33,69,5,5,4,5,2,5,5,1,2,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11372
easy,action+background,34,71,5,5,5,5,2,5,5,5,2,2,5,1,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11372
easy,action+background,35,71,5,5,2,5,2,5,5,2,3,3,5,1,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,90,11372
easy,action+background,36,33,1,0,2,2,2,2,2,1,2,3,5,1,1,1,1,3,3,1,,,,,,,,,,,,,,,,,,,90,11345
easy,action+background,37,77,5,5,5,5,2,5,5,5,3,3,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,90,11336
