mode,prompt_type,id_,sum,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,reason1,reason2,reason3,reason4,reason5,reason6,reason7,reason8,reason9,reason10,reason11,reason12,reason13,reason14,reason15,reason16,reason17,reason18,comp_tok_sum,prompt_tok_sum
easy,simple,20,67,5,5,5,5,2,2,5,5,2,2,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,simple,21,69,5,5,5,5,2,2,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,simple,22,56,5,1,2,5,2,5,5,1,3,2,4,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,simple,23,60,5,5,2,5,2,5,5,1,2,2,5,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,simple,24,74,5,5,5,5,2,5,5,5,2,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11192
easy,simple,25,73,5,5,5,5,2,5,5,5,3,2,3,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11192
easy,simple,26,74,5,5,5,5,2,5,5,5,2,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11192
easy,simple,27,73,5,5,5,5,2,5,5,5,2,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11192
easy,simple,28,59,5,1,2,2,2,5,5,5,2,3,3,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,simple,29,66,5,5,2,1,2,5,5,5,3,3,3,5,5,1,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11237
easy,simple,30,57,1,1,2,2,2,5,5,1,1,3,3,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11237
easy,simple,31,57,1,1,2,2,2,5,5,1,1,3,3,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11237
easy,simple,32,65,5,5,2,5,2,2,3,3,1,2,3,5,5,5,5,4,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,simple,33,59,5,5,2,5,2,2,2,3,1,2,3,1,5,5,5,3,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,simple,34,76,5,5,5,5,2,5,5,5,3,4,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,simple,35,80,5,5,5,5,2,5,5,5,3,4,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,simple,36,66,5,5,5,5,2,5,4,5,3,1,4,5,5,1,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11219
easy,simple,37,75,5,5,5,5,2,5,4,5,3,1,4,5,5,5,5,5,5,1,,,,,,,,,,,,,,,,,,,108,11219
easy,simple,38,71,5,5,5,5,2,5,5,5,3,1,4,5,5,5,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11219
easy,simple,39,67,5,5,5,5,2,5,5,5,3,1,4,5,5,1,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11219
easy,simple,40,74,5,5,5,5,2,5,2,5,3,1,5,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11201
easy,simple,41,73,5,5,5,5,2,5,2,5,3,1,4,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11201
easy,simple,42,69,5,5,5,5,2,5,5,5,3,1,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,simple,43,75,5,5,5,5,2,5,5,5,3,1,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,simple,44,75,5,5,2,5,2,5,5,5,2,2,4,5,5,5,5,5,5,3,,,,,,,,,,,,,,,,,,,108,11183
easy,simple,45,71,5,5,2,5,2,5,5,5,3,2,4,5,5,5,1,5,5,2,,,,,,,,,,,,,,,,,,,108,11183
easy,simple,46,72,5,5,2,5,4,5,5,5,4,1,5,5,5,1,1,4,5,5,,,,,,,,,,,,,,,,,,,108,11183
easy,simple,47,74,5,5,3,5,4,5,5,5,4,1,5,5,5,1,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11183
easy,simple,48,65,5,5,2,5,2,5,5,1,4,2,4,1,1,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,simple,49,60,5,5,2,5,2,5,5,1,4,2,3,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,simple,50,59,5,5,2,5,2,5,5,1,3,2,4,1,2,1,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11210
easy,simple,51,57,5,5,3,5,2,5,5,1,3,2,3,1,2,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+layout,0,67,5,1,2,5,2,5,3,5,3,2,3,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11192
easy,action+layout,1,58,5,1,2,2,2,5,5,5,2,1,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11192
easy,action+layout,2,69,5,4,5,5,2,5,5,5,3,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,3,67,5,5,5,5,2,5,5,5,3,3,3,5,5,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,4,70,5,5,2,5,2,5,5,5,1,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11192
easy,action+layout,5,60,5,1,5,5,2,2,5,5,1,2,5,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,11192
easy,action+layout,6,69,5,5,5,5,2,5,4,5,1,3,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,7,72,5,5,5,5,2,5,5,5,1,4,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,8,66,5,5,5,5,2,5,5,5,3,1,3,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,11192
easy,action+layout,9,62,5,1,2,5,2,5,5,5,2,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11192
easy,action+layout,10,67,5,5,5,5,2,4,5,5,1,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,11,57,5,1,5,5,2,2,2,5,2,1,5,5,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,12,64,5,5,5,5,2,5,2,4,3,2,4,5,5,1,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11210
easy,action+layout,13,49,5,1,2,2,2,5,2,3,3,2,5,1,5,1,1,4,3,2,,,,,,,,,,,,,,,,,,,108,11210
easy,action+layout,14,57,5,1,5,5,2,2,2,5,2,3,5,5,5,1,1,3,3,2,,,,,,,,,,,,,,,,,,,108,11219
easy,action+layout,15,68,5,5,2,5,2,2,4,5,4,2,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11219
easy,action+layout,16,56,1,1,2,5,2,2,5,5,1,4,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,17,59,5,1,2,1,2,5,5,5,3,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,18,43,5,1,4,2,2,2,2,1,2,1,3,1,5,1,1,2,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+layout,19,59,5,1,2,5,2,2,4,5,2,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+layout,20,67,5,5,5,5,2,5,4,5,1,2,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+layout,21,58,5,5,2,3,2,5,5,3,3,3,4,3,1,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+layout,22,71,5,5,5,5,4,5,5,5,2,3,3,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+layout,23,62,5,5,5,5,2,5,2,5,1,2,4,1,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+layout,24,78,5,5,2,5,4,5,4,5,3,3,4,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,25,66,5,5,2,5,2,5,5,5,3,1,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,26,64,5,5,5,5,2,2,2,5,2,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+layout,27,70,5,5,5,5,2,5,5,5,3,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+layout,28,66,5,1,5,5,2,5,5,2,1,2,3,5,5,5,1,4,5,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+layout,29,67,5,5,2,2,2,5,5,5,3,2,3,5,5,1,5,4,5,3,,,,,,,,,,,,,,,,,,,108,11246
easy,action+layout,30,58,3,0,2,2,2,5,5,1,1,3,3,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+layout,31,73,5,5,2,5,4,5,5,5,1,2,3,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+layout,32,56,5,5,5,5,2,2,2,1,1,2,3,5,1,1,5,3,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+layout,33,69,5,5,2,2,2,5,5,5,2,2,3,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+layout,34,77,5,5,5,5,2,5,5,5,3,3,3,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+layout,35,57,5,5,2,5,2,5,5,2,3,3,4,1,3,1,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11264
easy,action+layout,36,75,5,5,5,5,2,5,4,5,3,1,3,5,5,5,5,5,5,2,,,,,,,,,,,,,,,,,,,108,11228
easy,action+layout,37,62,5,5,2,5,2,5,5,1,2,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+layout,38,70,5,5,5,5,4,5,5,2,2,3,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+layout,39,73,5,5,5,5,2,5,5,5,3,1,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+layout,40,68,5,1,5,5,2,5,3,5,4,1,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+layout,41,71,5,5,2,5,2,5,5,5,4,1,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+layout,42,73,5,5,5,5,2,5,5,5,2,2,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11219
easy,action+layout,43,75,5,5,5,5,2,5,5,5,3,2,4,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11219
easy,action+layout,44,80,5,5,5,5,2,5,5,5,3,2,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,108,11192
easy,action+layout,45,59,5,1,2,2,2,5,5,3,3,2,5,1,5,1,5,5,5,2,,,,,,,,,,,,,,,,,,,108,11192
easy,action+layout,46,56,5,1,5,5,1,2,2,5,1,1,5,5,5,1,1,5,4,2,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,47,72,5,5,2,5,4,5,5,3,4,1,4,5,3,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11201
easy,action+layout,48,55,5,0,2,5,2,5,5,1,4,2,3,1,1,5,1,5,4,4,,,,,,,,,,,,,,,,,,,108,11219
easy,action+layout,49,53,5,1,2,2,2,5,5,1,3,2,4,1,1,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11219
easy,action+layout,50,67,5,5,5,5,2,2,2,5,3,2,3,5,5,1,5,4,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+layout,51,58,5,5,2,5,2,5,5,1,3,2,4,1,3,5,1,5,3,1,,,,,,,,,,,,,,,,,,,108,11228
easy,action+expression,0,68,5,1,2,5,2,5,5,5,4,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+expression,1,73,5,5,3,5,2,5,5,2,3,2,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+expression,2,70,5,5,2,5,2,5,5,2,3,2,3,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+expression,3,65,5,5,2,4,2,5,5,5,3,2,3,5,3,1,5,5,3,2,,,,,,,,,,,,,,,,,,,108,11201
easy,action+expression,4,52,5,1,2,5,2,5,5,2,3,2,4,1,3,1,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11228
easy,action+expression,5,45,5,1,2,3,2,5,5,1,3,1,4,1,1,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,11219
easy,action+expression,6,57,5,1,2,3,2,5,5,2,3,2,5,3,3,5,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,7,67,5,5,3,5,2,5,5,5,2,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+expression,8,79,5,5,2,5,2,5,5,5,4,1,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,9,69,5,5,2,5,2,5,5,5,4,2,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+expression,10,66,5,4,2,5,2,5,5,5,3,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11210
easy,action+expression,11,69,5,1,2,5,2,5,5,5,3,2,3,5,5,1,5,5,5,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+expression,12,67,5,5,5,5,2,5,5,5,2,2,3,5,5,1,1,4,3,4,,,,,,,,,,,,,,,,,,,108,11264
easy,action+expression,13,55,5,5,2,5,2,2,5,2,3,2,4,1,3,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,14,67,5,5,5,5,2,5,5,3,3,2,4,5,5,1,1,3,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+expression,15,71,5,5,2,5,2,5,5,4,4,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+expression,16,64,5,1,4,5,2,5,5,5,2,2,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+expression,17,65,5,1,5,5,2,5,5,5,3,1,4,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+expression,18,62,5,1,5,5,2,5,4,3,2,1,4,5,5,5,1,5,3,1,,,,,,,,,,,,,,,,,,,108,11219
easy,action+expression,19,63,5,1,5,5,2,5,5,2,3,1,4,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,20,74,5,5,5,5,2,5,5,5,4,3,4,5,5,1,1,5,4,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+expression,21,52,5,5,2,5,2,5,4,1,3,2,4,1,1,1,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,22,62,5,5,2,5,2,5,5,1,4,2,3,1,1,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,23,70,5,5,5,5,2,5,5,3,3,2,5,1,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+expression,24,75,5,5,5,5,2,5,5,5,3,3,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+expression,25,69,5,5,5,5,2,5,5,5,3,1,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,26,65,5,5,2,5,2,5,4,5,3,2,3,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+expression,27,72,5,5,5,5,2,5,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+expression,28,63,5,1,2,2,2,5,2,3,4,3,3,5,3,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+expression,29,60,5,5,2,1,5,5,2,5,4,3,3,5,1,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+expression,30,71,5,5,2,2,2,5,5,5,3,2,3,5,5,5,5,4,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+expression,31,77,5,5,2,5,2,5,5,5,3,2,3,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,108,11282
easy,action+expression,32,75,5,5,5,5,2,5,5,5,4,2,3,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,33,80,5,5,5,5,2,5,5,5,4,3,3,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,34,71,5,5,5,5,2,5,5,5,3,3,3,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11282
easy,action+expression,35,75,5,5,5,5,2,5,5,5,4,2,3,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,36,63,5,5,5,5,2,5,4,3,2,1,4,5,5,1,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11246
easy,action+expression,37,71,5,5,5,5,2,5,5,4,3,3,5,5,4,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+expression,38,71,5,5,5,5,2,5,5,5,3,2,5,5,5,1,1,5,5,2,,,,,,,,,,,,,,,,,,,108,11273
easy,action+expression,39,71,5,5,5,5,2,5,5,5,2,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11264
easy,action+expression,40,72,5,5,5,5,2,5,5,2,3,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+expression,41,76,5,5,5,5,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+expression,42,74,5,5,5,5,2,5,5,5,1,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+expression,43,76,5,5,5,5,2,5,5,5,3,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+expression,44,66,5,5,2,5,2,5,5,5,2,2,4,1,5,1,5,5,5,2,,,,,,,,,,,,,,,,,,,108,11210
easy,action+expression,45,75,5,5,2,5,2,5,5,5,3,2,5,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11219
easy,action+expression,46,75,5,5,3,5,2,5,5,5,4,1,4,1,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,108,11219
easy,action+expression,47,71,5,5,2,5,2,5,5,5,4,1,4,5,5,5,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11219
easy,action+expression,48,58,5,5,2,5,2,5,5,1,4,2,4,1,2,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+expression,49,63,5,5,3,5,2,5,5,1,4,2,4,1,2,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+expression,50,64,5,5,4,5,2,5,5,2,3,2,3,1,3,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+expression,51,65,5,5,5,5,2,5,5,3,3,2,3,1,3,5,1,5,5,2,,,,,,,,,,,,,,,,,,,108,11273
easy,action+background,0,51,3,1,2,5,2,2,5,3,2,2,5,1,3,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,1,58,5,0,2,5,2,5,5,5,3,3,5,5,1,1,1,4,3,3,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,2,66,5,1,5,5,2,5,4,5,3,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+background,3,65,5,5,2,5,2,5,5,5,3,2,5,5,5,1,1,5,3,1,,,,,,,,,,,,,,,,,,,108,11228
easy,action+background,4,78,5,5,5,5,2,5,5,5,1,2,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,5,78,5,5,5,5,2,5,5,5,1,2,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+background,6,70,5,5,5,5,2,5,5,5,1,3,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+background,7,77,5,5,5,5,2,5,5,5,1,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+background,8,73,5,5,5,5,2,5,5,5,1,1,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11228
easy,action+background,9,69,5,5,4,5,2,5,5,5,3,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,10,70,5,5,5,5,2,5,4,5,3,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,11,70,5,5,5,5,2,5,5,5,3,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,12,69,5,5,5,5,2,5,5,5,2,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+background,13,67,5,1,5,5,2,4,5,5,3,3,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+background,14,77,5,5,5,5,2,5,5,5,4,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+background,15,78,5,5,5,5,2,5,5,5,4,3,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11255
easy,action+background,16,75,5,5,3,5,2,5,5,5,4,2,5,5,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+background,17,71,5,5,3,5,2,5,5,5,4,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+background,18,59,5,1,5,2,2,5,2,5,2,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,19,80,5,5,5,5,2,5,5,5,4,2,5,5,5,5,5,4,3,5,,,,,,,,,,,,,,,,,,,108,11246
easy,action+background,20,73,5,5,5,5,2,5,5,5,3,3,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11282
easy,action+background,21,75,5,5,5,5,2,5,5,5,2,2,5,5,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11291
easy,action+background,22,63,5,1,4,5,2,5,5,1,3,2,5,1,5,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+background,23,78,5,5,2,5,2,5,5,5,4,2,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11282
easy,action+background,24,70,5,5,5,5,2,5,5,5,2,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,25,70,5,5,5,5,2,5,5,5,2,1,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,26,70,5,5,5,5,2,5,5,5,1,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,27,68,5,5,5,5,2,5,4,5,2,1,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11237
easy,action+background,28,64,5,5,3,5,2,5,5,2,3,2,5,1,2,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11291
easy,action+background,29,55,5,1,2,2,2,5,5,1,3,2,5,1,2,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11291
easy,action+background,30,67,5,5,4,2,2,5,5,2,4,3,5,1,2,5,5,4,3,5,,,,,,,,,,,,,,,,,,,108,11282
easy,action+background,31,62,5,5,4,3,2,5,5,1,3,2,5,1,2,5,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11309
easy,action+background,32,72,5,5,5,5,2,5,5,5,3,2,5,5,5,1,1,5,3,5,,,,,,,,,,,,,,,,,,,108,11300
easy,action+background,33,72,5,5,2,2,2,5,5,5,3,2,5,5,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,108,11300
easy,action+background,34,65,5,5,2,5,2,5,5,3,2,1,5,1,5,1,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11300
easy,action+background,35,78,5,5,5,5,2,5,5,5,2,1,5,5,5,5,5,5,3,5,,,,,,,,,,,,,,,,,,,108,11300
easy,action+background,36,67,5,5,5,5,2,2,4,5,3,2,5,5,5,1,1,4,3,5,,,,,,,,,,,,,,,,,,,108,11273
easy,action+background,37,66,5,5,5,5,2,5,4,5,2,1,5,5,5,1,1,5,3,2,,,,,,,,,,,,,,,,,,,108,11264
