mode,prompt_type,id_,score,blip_caption
easy,action+layout,9,0.7724944949150085,there is a man running on a tennis court with a ball
easy,action+layout,10,0.693210244178772,arafed woman running on a tennis court with a racket
easy,action+layout,11,0.7191192507743835,arafed woman running on a tennis court with a tennis racket
easy,action+layout,12,0.7746317386627197,someone is holding a ring on their finger with a ring on it
easy,action+layout,13,0.5645219683647156,someone is reaching out to touch a frisbee on a field of grass
easy,action+layout,14,0.7444887757301331,someone is reaching up to reach the sky in a city
easy,action+layout,15,0.5230459570884705,arafed man in a suit and tie walking through a narrow alley
easy,action+layout,16,0.578446626663208,arafed man in blue jersey standing in front of a crowd of people
easy,action+layout,17,0.6320294737815857,arafed image of a basketball game with a crowd of people watching
easy,action+layout,18,0.613727331161499,someone is reaching for a frisbee on a green field
easy,action+layout,19,0.5815320014953613,blond woman with long hair and ring on her finger
easy,action+layout,20,0.5961925387382507,blonde woman in white shirt and jeans posing for a picture
easy,action+layout,21,0.5216628909111023,arafed woman in white shirt and blue jeans standing on a skateboard
easy,action+layout,22,0.36692163348197937,arafed man in a white suit and blue tie standing in a green field
easy,action+layout,23,0.5533965826034546,arafed man standing on a sidewalk in a park with trees
easy,action+layout,24,0.746188223361969,arafed basketball player jumping in the air to dunk the ball
easy,action+layout,25,0.6996407508850098,arafed basketball player jumping in the air with a basketball in his hand
easy,action+layout,26,0.6550945043563843,arafed woman in white tennis dress jumping in the air
easy,action+layout,27,0.8023871183395386,there is a woman that is jumping in the air with a tennis racket
easy,action+layout,28,0.6014813780784607,smiling woman with a watch on her wrist and a blue shirt
easy,action+layout,29,0.801557719707489,araffe woman with a watch on her hand and a watch on her wrist
easy,action+layout,30,0.6018210649490356,a close up of a watch on a wooden surface with a blue strap
easy,action+layout,31,0.7959105372428894,a close up of a wrist with a watch on it
easy,action+layout,32,0.5205357670783997,araffe man in white shirt and blue pants standing on red carpet
easy,action+layout,33,0.5680207014083862,arafed male basketball player standing on a court with a crowd in the background
easy,action+layout,34,0.6887730956077576,arafed woman laying on a white surface with her arms outstretched
easy,action+layout,35,0.593153715133667,arafed woman in white shirt and jeans posing for a picture
easy,action+layout,36,0.5073689222335815,blonde woman in jeans kneeling on a soccer field with her dog
easy,action+layout,37,0.6687196493148804,arafed woman squatting on a baseball field with a ball
easy,action+layout,38,0.8129464983940125,arafed man laying on the ground with his head on his hands
easy,action+layout,39,0.8988535404205322,there is a man kneeling on the ground with his hands in his face
easy,action+layout,40,0.6642182469367981,arafed man squatting on a basketball court with a basketball in his hand
easy,action+layout,41,0.5773108005523682,arafed basketball player sitting on the court with a ball in his hand
easy,action+layout,42,0.49738919734954834,arafed woman crouching on a green field with a frisbee
easy,action+layout,43,0.6995565891265869,arafed woman squatting on a sidewalk in a park
easy,action+layout,44,0.6747196912765503,there is a woman with long blonde hair and a blue shirt
easy,action+layout,45,0.6554930806159973,female boxers in a boxing ring during a match
easy,action+layout,46,0.757678210735321,there are two men boxing in a ring with a crowd watching
easy,action+layout,47,0.7470884919166565,there are two men boxing in a ring with a crowd watching
easy,action+layout,48,0.5457509756088257,arafed man in a blue shirt holding a basketball ball and gesturing
easy,action+layout,49,0.6516106724739075,arafed man in a white uniform standing in front of a crowd
easy,action+layout,50,0.5027968287467957,arafed woman in white shirt and white pants standing on grass
easy,action+layout,51,0.6938498020172119,a close up of a woman in jeans posing for a picture
easy,action+expression,0,0.695618748664856,smiling man in a suit and tie standing in front of a building
easy,action+expression,1,0.7040585279464722,arafed man in a suit and tie standing in a city street
easy,action+expression,2,0.517431914806366,arafed woman standing on a sidewalk in a park with a skateboard
easy,action+expression,3,0.5289236307144165,araffe woman standing on a wooden deck with a white shirt and blue jeans
easy,action+expression,4,0.7455341219902039,arafed woman walking on a paved path in a park
easy,action+expression,5,0.6919230222702026,araffe woman walking on a paved road in a park
easy,action+expression,6,0.6432056427001953,two men in suits walking down a city street in a city
easy,action+expression,7,0.6768605709075928,araffe dressed man in a suit and tie walking across a city street
easy,action+expression,8,0.7444186806678772,there is a man running in a white shirt and black pants
easy,action+expression,9,0.6657588481903076,there is a man that is riding a skateboard on the street
easy,action+expression,10,0.741124153137207,arafed woman running on a road in a park
easy,action+expression,11,0.7005153894424438,arafed woman running on a paved road in a park
easy,action+expression,12,0.7688112854957581,smiling woman with hands up in the air in a park
easy,action+expression,13,0.7558445930480957,smiling woman with red hair waving her hand in the air
easy,action+expression,14,0.8132849931716919,arafed man in a suit and tie waving his hand in the air
easy,action+expression,15,0.8127437829971313,arafed man in a suit and tie waving his hand
easy,action+expression,16,0.6503382921218872,arafed crowd of people in blue shirts and hats cheering
easy,action+expression,17,0.6650185585021973,arafed man in a suit and tie standing in front of a large group of people
easy,action+expression,18,0.7582342028617859,there is a woman that is holding her hand to her face
easy,action+expression,19,0.45654401183128357,smiling woman with red hair and blue shirt making a peace sign
easy,action+expression,20,0.6349258422851562,araffe woman in white shirt and blue jeans standing on street
easy,action+expression,21,0.5406883358955383,araffed woman in white shirt and blue jeans standing on a skateboard
easy,action+expression,22,0.5970330238342285,arafed man standing in front of a fountain in a city
easy,action+expression,23,0.5079368948936462,arafed man standing in a park with trees and snow
easy,action+expression,24,0.8006728291511536,arafed football player jumping in the air with his arms outstretched
easy,action+expression,25,0.7582945227622986,there is a woman in a white dress jumping in the air
easy,action+expression,26,0.7155808210372925,araffe woman in white shirt and white shorts jumping in the air
easy,action+expression,27,0.7262704968452454,arafed woman jumping in the air with a frisbee in her hand
easy,action+expression,28,0.7953389286994934,there is a woman that is sitting with her hand on her wrist
easy,action+expression,29,0.7766234874725342,araffe woman with a watch and a bracelet on her wrist
easy,action+expression,30,0.7899490594863892,a close up of a person ' s wrist with a watch on it
easy,action+expression,31,0.7659607529640198,a close up of a wrist with a watch on it
easy,action+expression,32,0.5481001138687134,arafed man in a blue shirt and black pants holding a black bag
easy,action+expression,33,0.6424692869186401,smiling man in a suit and tie standing in front of a building
easy,action+expression,34,0.634270429611206,there is a woman that is posing for a picture in a blue dress
easy,action+expression,35,0.8106708526611328,there is a woman with a necklace on her chest
easy,action+expression,36,0.5859706997871399,blonde woman sitting on grass with dog in front of her
easy,action+expression,37,0.5976495742797852,blonde woman kneeling on grass with baseball glove in hand
easy,action+expression,38,0.8235859274864197,there is a man sitting on the ground with his feet crossed
easy,action+expression,39,0.650861382484436,there is a man in a suit and tie sitting on a crosswalk
easy,action+expression,40,0.6868345737457275,arafed man squatting on a tennis court with a tennis racket
easy,action+expression,41,0.6498842239379883,arafed woman kneeling on the floor with a box in her hand
easy,action+expression,42,0.5606386661529541,blonde woman crouching down in a park with flowers and trees
easy,action+expression,43,0.6812899708747864,arafed woman squatting on a running track in a park
easy,action+expression,44,0.6643854379653931,there is a woman with long blonde hair and a blue shirt
easy,action+expression,45,0.7707557678222656,there is a woman in a boxing ring with a red glove
easy,action+expression,46,0.7821208238601685,there are two men in a boxing ring fighting each other
easy,action+expression,47,0.7600480318069458,there are two men fighting in a boxing ring with a referee
easy,action+expression,48,0.7291605472564697,there is a man that is standing in a courtyard with a cell phone
easy,action+expression,49,0.7478624582290649,there is a man in a suit and tie standing in front of a building
easy,action+expression,50,0.5180893540382385,arafed woman with red hair and a blue shirt posing for a picture
easy,action+expression,51,0.6350529789924622,smiling woman with long brown hair and blue shirt posing for a picture
easy,action+background,0,0.7273901700973511,smiling man sitting on a couch in a living room with a bookcase
easy,action+background,1,0.6715424060821533,smiling man in suit sitting on a couch in a living room
easy,action+background,2,0.7196683287620544,arafed woman in a white dress standing in a narrow alleyway
easy,action+background,3,0.7732943296432495,arafed image of a woman standing in front of a picture of a man
easy,action+background,4,0.8014999032020569,a woman walking in a park with trees and grass
easy,action+background,5,0.8354364633560181,arafed woman walking down a path in a forest
easy,action+background,6,0.7820317149162292,there is a man in a white suit walking on the beach
easy,action+background,7,0.7194522619247437,arafed man in a suit walking through a narrow canyon
easy,action+background,8,0.7776176333427429,there is a man running on the beach with a frisbee
easy,action+background,9,0.8127714991569519,there is a man running in the middle of a city street
easy,action+background,10,0.6850152611732483,a woman running on a city street in a blue tank top
easy,action+background,11,0.8439406156539917,arafed woman running down a street in a city
easy,action+background,12,0.6686181426048279,smiling woman in business attire sitting at a table with her hands up
easy,action+background,13,0.6097058057785034,smiling woman with red hair waving her hand in front of a window
easy,action+background,14,0.5944578647613525,someone is reaching up to grab a frisbee in front of a wooden wall
easy,action+background,15,0.6501486301422119,arafed man standing in a field of pink roses with his hands up
easy,action+background,16,0.7161840200424194,there is a man standing in a field with his arms out
easy,action+background,17,0.6933839321136475,arafed basketball player standing on a basketball court with a ball in his hand
easy,action+background,18,0.5452216267585754,woman sitting on a couch in a library making a stop sign
easy,action+background,19,0.7017178535461426,blonde woman sitting on a couch with her hands up in the air
easy,action+background,20,0.5605972409248352,blonde woman in white shirt and jeans standing in front of a couch
easy,action+background,21,0.5609057545661926,arafed woman in jeans and a t - shirt standing in front of a brick wall
easy,action+background,22,0.48747190833091736,araffe dressed in a white suit and tie standing on a crosswalk
easy,action+background,23,0.7002753019332886,arafed man standing in a park with trees and grass
easy,action+background,24,0.8105126619338989,there is a man in a suit jumping in the air in the woods
easy,action+background,25,0.8524761199951172,there is a man jumping in the air on the beach
easy,action+background,26,0.7534235119819641,there is a woman that is jumping in the air with a tennis racket
easy,action+background,27,0.7859441041946411,arafed woman jumping in the air on a beach with palm trees
easy,action+background,28,0.6563016176223755,woman in a gray suit with a watch on her wrist
easy,action+background,29,0.4191974401473999,woman with long brown hair and blue shirt holding her hand to her mouth
easy,action+background,30,0.766610860824585,someone is holding a smart watch on their wrist with a black band
easy,action+background,31,0.6617464423179626,a close up of a wooden watch on a wooden surface
easy,action+background,32,0.7329705953598022,arafed man in a suit and tie standing in a city street
easy,action+background,33,0.6893165111541748,arafed man in a suit and tie standing in a narrow alley
easy,action+background,34,0.5289791822433472,a woman in pink pants and a pink top standing in a garden
easy,action+background,35,0.6063567399978638,blonde woman in a field of grass looking up at the sky
easy,action+background,36,0.7884363532066345,arafed female basketball player kneeling on a basketball court holding a basketball
easy,action+background,37,0.676361083984375,arafed woman sitting on a blue rug in front of a bookcase
easy,action+background,38,0.7127243280410767,araffe sitting on a rug in a living room with a couch
easy,action+background,39,0.835357666015625,there is a man kneeling on a rug in a living room
easy,action+background,40,0.5349494218826294,araffe man in a white suit and bow tie squatting down
easy,action+background,41,0.665876567363739,araffe squatting on a brick walkway in a city square
easy,action+background,42,0.6881616711616516,araffe woman kneeling on grass in a park with trees in the background
easy,action+background,43,0.8021063804626465,arafed woman crouching down in the woods with her hand on her knees
easy,action+background,44,0.7659189701080322,there is a woman that is standing on the beach with a boxing glove
easy,action+background,45,0.5606616735458374,blonde woman in black pants and white shirt throwing a baseball
easy,action+background,46,0.7516653537750244,there is a man that is sitting in a boat with boxing gloves
easy,action+background,47,0.7538763284683228,there are two men that are standing on the beach with boxing gloves
easy,action+background,48,0.7475293278694153,there is a large conference table with chairs in a conference room
easy,action+background,49,0.5343183279037476,arafed man in a suit standing in a plaza with tables and umbrellas
easy,action+background,50,0.37396910786628723,smiling woman with long brown hair and red lipstick in a black dress
easy,action+background,51,0.4644634425640106,blonde woman in a blue shirt and sunglasses standing in front of a wooden wall
easy,all,0,0.5699354410171509,arafed man sitting on a couch in a living room with orange pillows
easy,all,1,0.741326093673706,arafed man sitting on a couch in a living room with a coffee table
easy,all,2,0.6324596405029297,arafed woman standing on a brick walkway with a skateboard
easy,all,3,0.6421508193016052,arafed woman standing in front of a door with a white shirt on
easy,all,4,0.755497932434082,arafed woman walking in a park with trees and grass
easy,all,5,0.8072918653488159,arafed woman walking in the woods with her arms outstretched
easy,all,6,0.7663168907165527,there is a man walking on the beach with a surfboard
easy,all,7,0.6534475088119507,arafed man in a suit walking through a narrow canyon
easy,all,8,0.7642369270324707,there is a man running on the beach with palm trees in the background
easy,all,9,0.6640594601631165,there is a man that is jumping in the air with a skateboard
easy,all,10,0.7199556827545166,arafed woman running down a street in a red shirt
easy,all,11,0.7354675531387329,arafed woman running down a flight of stairs in a city
easy,all,12,0.38469773530960083,blond woman with long hair and blue jacket sitting at table with a plate of food
easy,all,13,0.7701956033706665,smiling woman with hands up in front of her face and a laptop in the background
easy,all,14,0.6528947949409485,someone is standing on a wooden floor with their hands on the floor
easy,all,15,0.6449916362762451,there is a man in a suit standing in a field of pink roses
easy,all,16,0.6030547618865967,arafed man in a suit and tie standing in a park with his hands up
easy,all,17,0.7108578681945801,arafed basketball player standing on a court with a ball in his hand
easy,all,18,0.6768851280212402,arafed woman sitting on a table in front of a bookshelf praying
easy,all,19,0.6088192462921143,blond woman sitting on a couch talking on a cell phone
easy,all,20,0.6263638734817505,arafed woman in white shirt and jeans standing in front of a couch
easy,all,21,0.7550512552261353,arafed woman in jeans and a white shirt standing in a narrow alleyway
easy,all,22,0.5793249011039734,arafed man in a white suit and blue jeans standing on a baseball field
easy,all,23,0.6376893520355225,there is a man standing in a park with a frisbee
easy,all,24,0.7938026189804077,arafed man in a suit jumps in the air in a forest
easy,all,25,0.7606329917907715,araffe jumping in the air on a beach near a cliff
easy,all,26,0.6038010120391846,araffe woman in white dress jumping in the air with tennis racket
easy,all,27,0.8175799250602722,there is a woman jumping in the air on the beach
easy,all,28,0.6479540467262268,there is a woman that is sitting down with her hand on her chin
easy,all,29,0.4748269319534302,woman in denim shirt eating a donut outside in front of a building
easy,all,30,0.7427605986595154,a close up of a wrist with a watch on it
easy,all,31,0.6730288863182068,a close up of a wooden watch on a stand in a restaurant
easy,all,32,0.7271326780319214,arafed man in a suit and tie standing in a city street
easy,all,33,0.6674687266349792,arafed man in a suit and tie walking down a city street
easy,all,34,0.4402492344379425,araffes hand on a hat surrounded by pink roses
easy,all,35,0.6213745474815369,arafed woman in a white shirt and jeans standing in a field
easy,all,36,0.7734836339950562,arafed female basketball player kneeling on the court with her hands on her knees
easy,all,37,0.6815539598464966,arafed woman sitting on a yoga mat in front of a bookshelf
easy,all,38,0.6650264859199524,arafed man sitting on a couch with his hands in his face
easy,all,39,0.6579422950744629,there is a man sitting on a couch with his head in his hands
easy,all,40,0.8214022517204285,araffe man squatting on a brick sidewalk in a narrow alleyway
easy,all,41,0.7517887949943542,there is a woman kneeling on the ground with boxes in the background
easy,all,42,0.719578206539154,arafed woman kneeling on grass with flowers in hand
easy,all,43,0.7348887324333191,arafed woman crouching in the woods with her hands on her chest
easy,all,44,0.6757126450538635,blond woman with long hair on the beach looking at the camera
easy,all,45,0.749769389629364,there is a woman in a boxing stance with a glove
easy,all,46,0.7419475317001343,several people are on a boat in the water with a man on the back
easy,all,47,0.7301375269889832,there is a man that is standing on the beach with a boxing glove
easy,all,48,0.7284877896308899,there is a man in a suit standing in front of a table
easy,all,49,0.7046715021133423,there is a man in a suit standing in a courtyard
easy,all,50,0.5444760918617249,blond woman in blue shirt holding a remote control in her hand
easy,all,51,0.5800246596336365,smiling woman sitting at a table with a plate of food
medium,simple,0,0.5686947703361511,they are standing in front of a brown wall and a blue rug
medium,simple,1,0.5686947703361511,they are standing in front of a brown wall and a blue rug
medium,simple,2,0.6901845335960388,they are standing in front of a stage with a curtain
medium,simple,3,0.6901845335960388,they are standing in front of a stage with a curtain
medium,simple,4,0.782035231590271,araffe couple walking down the street holding hands
medium,simple,5,0.782035231590271,araffe couple walking down the street holding hands
medium,simple,6,0.8055563569068909,they are walking down the street together in the city
medium,simple,7,0.8055563569068909,they are walking down the street together in the city
medium,simple,8,0.8470180034637451,two women running in a race
medium,simple,9,0.8470180034637451,two women running in a race
medium,simple,10,0.8516724705696106,there are two people running in a race together
medium,simple,11,0.8516724705696106,there are two people running in a race together
medium,simple,12,0.7096539735794067,there is a woman in a blue suit waving and smiling
medium,simple,13,0.7096539735794067,there is a woman in a blue suit waving and smiling
medium,simple,14,0.7715734243392944,there are many people standing in a crowd with their hands up
medium,simple,15,0.7715734243392944,there are many people standing in a crowd with their hands up
medium,simple,16,0.7393876314163208,smiling woman and man sitting at a table with their hands up
medium,simple,17,0.7393876314163208,smiling woman and man sitting at a table with their hands up
medium,simple,18,0.7175375819206238,they are sitting on a bench with their hands up
medium,simple,19,0.7175375819206238,they are sitting on a bench with their hands up
medium,simple,20,0.6650272011756897,they are standing in front of a building with a tall column
medium,simple,21,0.6650272011756897,they are standing in front of a building with a tall column
medium,simple,22,0.6913123726844788,they are standing in front of a stage with a curtain
medium,simple,23,0.6913123726844788,they are standing in front of a stage with a curtain
medium,simple,24,0.7969096899032593,they are two women jumping in the air on a city street
medium,simple,25,0.7969096899032593,they are two women jumping in the air on a city street
medium,simple,26,0.7561314702033997,they are jumping in the air in a parking lot
medium,simple,27,0.7561314702033997,they are jumping in the air in a parking lot
medium,simple,28,0.6975846290588379,araffe woman holding a watch with her hands on her wrist
medium,simple,29,0.6975846290588379,araffe woman holding a watch with her hands on her wrist
medium,simple,30,0.7754371166229248,two women looking at a cell phone while one of them is putting on a watch
medium,simple,31,0.7754371166229248,two women looking at a cell phone while one of them is putting on a watch
medium,simple,32,0.7885303497314453,there is a woman covering her face with her hands
medium,simple,33,0.7885303497314453,there is a woman covering her face with her hands
medium,simple,34,0.6442630887031555,they are standing in front of a wall with a wooden panel
medium,simple,35,0.6442630887031555,they are standing in front of a wall with a wooden panel
medium,simple,36,0.7730754613876343,there is a man and woman sitting on a baseball field
medium,simple,37,0.7730754613876343,there is a man and woman sitting on a baseball field
medium,simple,38,0.7943677306175232,there is a man kneeling on the ground with a baseball bat
medium,simple,39,0.7943677306175232,there is a man kneeling on the ground with a baseball bat
medium,simple,40,0.4574546217918396,two women in white shirts and black pants sitting on a baseball field
medium,simple,41,0.4574546217918396,two women in white shirts and black pants sitting on a baseball field
medium,simple,42,0.7118709683418274,there is a man and woman sitting on a tennis court
medium,simple,43,0.7118709683418274,there is a man and woman sitting on a tennis court
medium,simple,44,0.7914406061172485,there are two men standing in a boxing ring with their fists raised
medium,simple,45,0.7914406061172485,there are two men standing in a boxing ring with their fists raised
medium,simple,46,0.8011075258255005,they are two people in a boxing ring one is punching the other
medium,simple,47,0.8011075258255005,they are two people in a boxing ring one is punching the other
medium,simple,48,0.4855729043483734,two women standing on a bench in front of a cityscape
medium,simple,49,0.4855729043483734,two women standing on a bench in front of a cityscape
medium,simple,50,0.6835046410560608,they are standing in front of a tall building in a city
medium,simple,51,0.6835046410560608,they are standing in front of a tall building in a city
medium,action+layout,0,0.5888431072235107,two women with long hair and blue shirts are posing for a picture
medium,action+layout,1,0.6170802116394043,they are wearing hats and standing in front of a wall
medium,action+layout,2,0.6258589029312134,there are two men in white shirts and blue pants standing on a baseball field
medium,action+layout,3,0.6402897238731384,bride and groom standing in a large building with tall windows
medium,action+layout,4,0.7591456770896912,araffe couple walking in a city street holding hands
medium,action+layout,5,0.688877284526825,bride and groom walking down a city street holding hands
medium,action+layout,6,0.5621799826622009,two women in white coats walking down a path next to bushes
medium,action+layout,7,0.7338489890098572,they are walking down the street holding hands
medium,action+layout,8,0.525989294052124,two women running on a dirt field with a blue and purple shirt
medium,action+layout,9,0.735840916633606,two women running in a race on a dirt road
medium,action+layout,10,0.6039267778396606,aerial view of a man running on a tennis court with a tennis racket
medium,action+layout,11,0.7845916748046875,there are two men running in a race in the city
medium,action+layout,12,0.8334116339683533,there is a man and woman waving in front of a building
medium,action+layout,13,0.7333633899688721,araffe man in a suit waving in a crowd of people
medium,action+layout,14,0.46192044019699097,two women in white jackets and hats standing on a field
medium,action+layout,15,0.6659449338912964,someone is reaching up to catch a frisbee in a baseball game
medium,action+layout,16,0.7468650341033936,there are two women that are standing next to each other
medium,action+layout,17,0.7320790886878967,several people are clapping and clapping in a room
medium,action+layout,18,0.5610017776489258,arafed group of people in blue suits and ties waving and smiling
medium,action+layout,19,0.48202329874038696,bride and groom standing in front of a wall with chinese writing
medium,action+layout,20,0.4784280061721802,two men standing in front of a building with columns and a clock
medium,action+layout,21,0.6209409832954407,they are standing in a park with trees and flowers
medium,action+layout,22,0.6447670459747314,arafed view of a man and woman walking down a dirt path
medium,action+layout,23,0.6585743427276611,they are standing on the street corner in front of a building
medium,action+layout,24,0.7168159484863281,they are jumping in the air in a field of brown grass
medium,action+layout,25,0.6725703477859497,they are two people in costumes running on a dirt road
medium,action+layout,26,0.6168534159660339,they are two people in white uniforms playing tennis on a court
medium,action+layout,27,0.7857794165611267,there is a man flying through the air on a skateboard
medium,action+layout,28,0.740491509437561,a close up of a person holding a watch with roman numerals on it
medium,action+layout,29,0.8155426383018494,there is a man holding a watch and looking at it
medium,action+layout,30,0.5994606614112854,three people are sitting at a table with their watches on their hands
medium,action+layout,31,0.6598989367485046,there is a man and woman eating cake together at a table
medium,action+layout,32,0.6761998534202576,there is a man and woman dressed in costumes posing for a picture
medium,action+layout,33,0.8036413192749023,there is a man and woman standing next to each other
medium,action+layout,34,0.650489866733551,there are two people shaking hands in a circle
medium,action+layout,35,0.7103924751281738,there are two people standing next to each other in front of a wall
medium,action+layout,36,0.7312377095222473,they are two people sitting on the ground with a baseball bat
medium,action+layout,37,0.5749766230583191,two men in white shirts are standing on a rug in front of a building
medium,action+layout,38,0.6439179182052612,arafed baseball players sitting on the ground with their hands on their knees
medium,action+layout,39,0.5979255437850952,they are sitting on the ground in the dirt with a baseball bat
medium,action+layout,40,0.5959306955337524,two women in white shirts and black pants sitting on the ground
medium,action+layout,41,0.6915081143379211,there is a man kneeling down to pick up a tennis ball
medium,action+layout,42,0.6437435746192932,arafed baseball player kneeling down with a woman in a white shirt
medium,action+layout,43,0.735058069229126,there is a man with a beard and a white shirt squatting
medium,action+layout,44,0.7556048631668091,there is a man and woman boxing in a ring with a referee
medium,action+layout,45,0.5694167017936707,arafed collage of a basketball player and a woman in a gym
medium,action+layout,46,0.5497814416885376,they are playing a game of tennis on the court
medium,action+layout,47,0.7548131942749023,there is a man and woman with boxing gloves on and a microphone
medium,action+layout,48,0.7579357028007507,there are two women that are smiling for the camera
medium,action+layout,49,0.5770308375358582,two women running in a race on a dirt road
medium,action+layout,50,0.8353280425071716,arafed view of a man and a woman standing next to each other
medium,action+layout,51,0.7226209044456482,there are two people standing in front of a building with a clock
medium,action+expression,0,0.670688807964325,there are two women that are brushing their teeth together
medium,action+expression,1,0.6245920658111572,they are standing in front of a building with a clock
medium,action+expression,2,0.5615805387496948,bride and groom standing in front of a building with columns
medium,action+expression,3,0.7428470849990845,there are two people standing in front of a building
medium,action+expression,4,0.7398842573165894,they are walking down the sidewalk together in the building
medium,action+expression,5,0.6649600267410278,they are walking down the road together in the foggy woods
medium,action+expression,6,0.6598643660545349,two women walking down a path in a park with trees
medium,action+expression,7,0.7178171873092651,they are walking down the street together in the city
medium,action+expression,8,0.6419938206672668,two women running in a race wearing matching shirts and black pants
medium,action+expression,9,0.7829083800315857,they are running together in a race in the city
medium,action+expression,10,0.7470191717147827,there are two women running in a race together on the street
medium,action+expression,11,0.6955776810646057,two women running in a race in the rain
medium,action+expression,12,0.5998783111572266,arafed man and woman taking a selfie in front of a building
medium,action+expression,13,0.7197767496109009,there are people standing in front of a building waving their hands
medium,action+expression,14,0.4491131603717804,smiling couple with orange bow tie and glasses posing for picture
